hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab,pension
15080080,1,0,209.36444,7,"Couple household, with children",308813.19,.92679757,12.919329,1,2,0,0,0,0,0,0,0,0,15,3,1,0,0
15080086,1,0,209.36444,6,"Couple household, with children",77804.938,.92679757,12.586165,1,1,0,0,0,0,0,0,0,0,28,5,1,0,0
15080086,1,0,209.36444,6,"Couple household, with children",77804.938,.92679757,12.586165,1,1,0,0,0,0,0,0,0,0,29,5,0,0,0
15080086,1,0,209.36444,6,"Couple household, with children",77804.938,.92679757,12.586165,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0
15080086,1,0,209.36444,6,"Couple household, with children",77804.938,.92679757,12.586165,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0
15080086,1,0,209.36444,6,"Couple household, with children",77804.938,.92679757,12.586165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15080099,1,0,209.36444,4,"Couple household, with children",767548.13,.92679757,13.33752,0,8,0,0,0,0,0,0,0,0,34,6,0,0,0
15080099,1,0,209.36444,4,"Couple household, with children",767548.13,.92679757,13.33752,0,8,0,0,0,0,0,0,0,0,10,2,0,0,0
15080099,1,0,209.36444,4,"Couple household, with children",767548.13,.92679757,13.33752,0,8,0,0,0,0,0,0,0,0,33,6,1,0,0
15090022,1,0,231.54617,5,Three generation household,359340.84,.91124874,12.773124,0,3,0,0,0,0,0,0,0,0,29,5,0,0,0
15090022,1,0,231.54617,5,Three generation household,359340.84,.91124874,12.773124,0,3,0,0,0,0,0,0,0,0,24,4,1,0,0
15090022,1,0,231.54617,5,Three generation household,359340.84,.91124874,12.773124,0,3,0,0,0,0,0,0,0,0,73,14,0,0,0
15090022,1,0,231.54617,5,Three generation household,359340.84,.91124874,12.773124,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0
15090029,1,0,231.54617,5,"Couple household, with children",303240.63,.91124874,12.784127,1,2,0,0,0,0,0,0,0,0,42,8,0,0,0
15090029,1,0,231.54617,5,"Couple household, with children",303240.63,.91124874,12.784127,1,2,0,0,0,0,0,0,0,0,39,7,1,0,0
15090029,1,0,231.54617,5,"Couple household, with children",303240.63,.91124874,12.784127,1,2,0,0,0,0,0,0,0,0,20,4,0,0,0
15090029,1,0,231.54617,5,"Couple household, with children",303240.63,.91124874,12.784127,1,2,0,0,0,0,0,0,0,0,18,3,1,0,0
15090035,1,0,231.54617,3,"Couple household, with children",591344.81,.91124874,13.08784,0,6,0,0,0,0,0,0,0,0,28,5,1,0,0
15090035,1,0,231.54617,3,"Couple household, with children",591344.81,.91124874,13.08784,0,6,0,0,0,0,0,0,0,0,5,1,1,0,0
15090048,1,0,231.54617,5,"Couple household, with children",199820.58,.91124874,12.702718,1,1,0,0,0,0,0,0,0,0,13,2,0,0,0
15090048,1,0,231.54617,5,"Couple household, with children",199820.58,.91124874,12.702718,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0
15090048,1,0,231.54617,5,"Couple household, with children",199820.58,.91124874,12.702718,1,1,0,0,0,0,0,0,0,0,10,2,1,0,0
15090048,1,0,231.54617,5,"Couple household, with children",199820.58,.91124874,12.702718,1,1,0,0,0,0,0,0,0,0,34,6,0,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,9,1,1,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,18,3,1,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,7,1,1,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,12,2,0,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,37,7,1,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,38,7,0,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,25,5,0,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15090055,1,0,231.54617,10,"Couple household, with children",227460.94,.91124874,12.222418,1,1,0,0,0,0,0,0,0,0,10,2,0,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,13,2,0,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,48,9,1,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,55,11,1,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,24,4,0,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,71,14,0,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,11,2,1,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,17,3,0,0,0
15090068,1,0,231.54617,10,Three generation household,419425.09,.91124874,12.704413,0,4,0,0,0,0,0,0,0,0,28,5,1,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,9,1,0,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,19,3,1,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,23,4,0,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,20,4,1,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,11,2,1,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,49,9,0,0,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,47,9,1,1,0
15090075,1,0,231.54617,11,"Couple household, with children",125835.45,.91124874,12.102345,1,1,0,0,0,0,0,0,0,0,14,2,1,0,0
15090081,1,0,231.54617,7,"Couple household, with children",448866.91,.91124874,12.579306,0,5,0,0,0,0,0,0,0,0,25,5,1,0,0
15090081,1,0,231.54617,7,"Couple household, with children",448866.91,.91124874,12.579306,0,5,0,0,0,0,0,0,0,0,8,1,0,0,0
15090081,1,0,231.54617,7,"Couple household, with children",448866.91,.91124874,12.579306,0,5,0,0,0,0,0,0,0,0,11,2,1,0,0
15090081,1,0,231.54617,7,"Couple household, with children",448866.91,.91124874,12.579306,0,5,0,0,0,0,0,0,0,0,17,3,1,0,0
15090081,1,0,231.54617,7,"Couple household, with children",448866.91,.91124874,12.579306,0,5,0,0,0,0,0,0,0,0,42,8,1,0,0
15090081,1,0,231.54617,7,"Couple household, with children",448866.91,.91124874,12.579306,0,5,0,0,0,0,0,0,0,0,15,3,1,0,0
15090088,1,0,231.54617,5,"Couple household, with children",355841.09,.91124874,12.787129,0,3,0,0,0,0,0,0,0,0,49,9,0,0,0
15090088,1,0,231.54617,5,"Couple household, with children",355841.09,.91124874,12.787129,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
15090088,1,0,231.54617,5,"Couple household, with children",355841.09,.91124874,12.787129,0,3,0,0,0,0,0,0,0,0,23,4,1,0,0
15090088,1,0,231.54617,5,"Couple household, with children",355841.09,.91124874,12.787129,0,3,0,0,0,0,0,0,0,0,42,8,1,0,0
15100008,1,0,191.89127,7,"Couple household, with children",232938.28,.9112938,12.484747,1,1,0,0,0,0,0,0,0,0,26,5,1,0,0
15100008,1,0,191.89127,7,"Couple household, with children",232938.28,.9112938,12.484747,1,1,0,0,0,0,0,0,0,0,21,4,0,0,0
15100008,1,0,191.89127,7,"Couple household, with children",232938.28,.9112938,12.484747,1,1,0,0,0,0,0,0,0,0,28,5,0,0,0
15100008,1,0,191.89127,7,"Couple household, with children",232938.28,.9112938,12.484747,1,1,0,0,0,0,0,0,0,0,22,4,1,0,0
15100008,1,0,191.89127,7,"Couple household, with children",232938.28,.9112938,12.484747,1,1,0,0,0,0,0,0,0,0,14,2,0,0,0
15100008,1,0,191.89127,7,"Couple household, with children",232938.28,.9112938,12.484747,1,1,0,0,0,0,0,0,0,0,53,10,0,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,22,4,1,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,9,1,0,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,6,1,1,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,20,4,0,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,17,3,0,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,44,8,1,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,25,5,1,0,0
15100041,1,0,191.89127,9,"Couple household, with children",235331.31,.9112938,12.322835,1,1,0,0,0,0,0,0,0,0,50,10,0,0,0
15100074,1,0,191.89127,4,"Couple household, with no children",431488.28,.9112938,13.02864,0,4,0,0,0,0,0,0,0,0,25,5,0,0,0
15100074,1,0,191.89127,4,"Couple household, with no children",431488.28,.9112938,13.02864,0,4,0,0,0,0,0,0,0,0,20,4,0,0,0
15100074,1,0,191.89127,4,"Couple household, with no children",431488.28,.9112938,13.02864,0,4,0,0,0,0,0,0,0,0,56,11,0,0,0
15100090,1,0,191.89127,7,"Couple household, with children",399146.63,.9112938,12.558284,0,4,0,0,0,0,0,0,0,0,6,1,0,0,0
15100090,1,0,191.89127,7,"Couple household, with children",399146.63,.9112938,12.558284,0,4,0,0,0,0,0,0,0,0,7,1,0,0,0
15100090,1,0,191.89127,7,"Couple household, with children",399146.63,.9112938,12.558284,0,4,0,0,0,0,0,0,0,0,13,2,0,0,0
15100090,1,0,191.89127,7,"Couple household, with children",399146.63,.9112938,12.558284,0,4,0,0,0,0,0,0,0,0,54,10,0,0,0
15100090,1,0,191.89127,7,"Couple household, with children",399146.63,.9112938,12.558284,0,4,0,0,0,0,0,0,0,0,8,1,0,0,0
15100090,1,0,191.89127,7,"Couple household, with children",399146.63,.9112938,12.558284,0,4,0,0,0,0,0,0,0,0,11,2,0,0,0
15100123,1,0,191.89127,3,Three generation household,918044.38,.9112938,13.155401,0,8,0,0,0,0,0,0,0,0,60,12,0,0,0
15100123,1,0,191.89127,3,Three generation household,918044.38,.9112938,13.155401,0,8,0,0,0,0,0,0,0,0,8,1,1,0,0
15100140,1,0,191.89127,5,"Couple household, with no children",462443.31,.9112938,13.138479,0,5,0,0,0,0,0,0,0,0,31,6,1,0,0
15100140,1,0,191.89127,5,"Couple household, with no children",462443.31,.9112938,13.138479,0,5,0,0,0,0,0,0,0,0,61,12,1,0,0
15100140,1,0,191.89127,5,"Couple household, with no children",462443.31,.9112938,13.138479,0,5,0,0,0,0,0,0,0,0,58,11,0,0,0
15100140,1,0,191.89127,5,"Couple household, with no children",462443.31,.9112938,13.138479,0,5,0,0,0,0,0,0,0,0,25,5,0,0,0
15100157,1,0,191.89127,6,"Couple household, with children",448639.84,.9112938,12.696667,0,5,0,0,0,0,0,0,0,0,11,2,1,0,0
15100157,1,0,191.89127,6,"Couple household, with children",448639.84,.9112938,12.696667,0,5,0,0,0,0,0,0,0,0,15,3,0,0,0
15100157,1,0,191.89127,6,"Couple household, with children",448639.84,.9112938,12.696667,0,5,0,0,0,0,0,0,0,0,35,7,1,0,0
15100157,1,0,191.89127,6,"Couple household, with children",448639.84,.9112938,12.696667,0,5,0,0,0,0,0,0,0,0,34,6,0,0,0
15100157,1,0,191.89127,6,"Couple household, with children",448639.84,.9112938,12.696667,0,5,0,0,0,0,0,0,0,0,9,1,1,0,0
15100190,1,0,191.89127,4,Three generation household,462178.91,.9112938,12.966681,0,5,0,0,0,0,0,0,0,0,67,13,0,0,0
15100190,1,0,191.89127,4,Three generation household,462178.91,.9112938,12.966681,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0
15100190,1,0,191.89127,4,Three generation household,462178.91,.9112938,12.966681,0,5,0,0,0,0,0,0,0,0,35,7,1,0,0
15100206,1,0,191.89127,3,"Couple household, with children",548636.31,.9112938,13.023074,0,6,0,0,0,0,0,0,0,0,24,4,0,0,0
15100206,1,0,191.89127,3,"Couple household, with children",548636.31,.9112938,13.023074,0,6,0,0,0,0,0,0,0,0,3,0,1,0,0
15100223,1,1,191.89127,5,Three generation household,469425.84,.9112938,13.074228,0,5,0,0,0,0,0,0,0,0,27,5,1,0,0
15100223,1,1,191.89127,5,Three generation household,469425.84,.9112938,13.074228,0,5,0,0,0,0,0,0,0,0,25,5,0,0,0
15100223,1,1,191.89127,5,Three generation household,469425.84,.9112938,13.074228,0,5,0,0,0,0,0,0,0,0,31,6,0,0,0
15100223,1,1,191.89127,5,Three generation household,469425.84,.9112938,13.074228,0,5,0,0,0,0,0,0,0,0,7,1,1,0,0
15110018,1,0,212.6792,5,"Couple household, with no children",510399.19,.91643691,12.990721,0,5,0,0,0,0,0,0,0,0,50,10,0,0,0
15110018,1,0,212.6792,5,"Couple household, with no children",510399.19,.91643691,12.990721,0,5,0,0,0,0,0,0,0,0,21,4,1,0,0
15110018,1,0,212.6792,5,"Couple household, with no children",510399.19,.91643691,12.990721,0,5,0,0,0,0,0,0,0,0,19,3,1,0,0
15110018,1,0,212.6792,5,"Couple household, with no children",510399.19,.91643691,12.990721,0,5,0,0,0,0,0,0,0,0,22,4,0,0,0
15110042,1,0,212.6792,4,"Couple household, with children",403845.19,.91643691,13.050097,0,4,0,0,0,0,0,0,0,0,9,1,0,0,0
15110042,1,0,212.6792,4,"Couple household, with children",403845.19,.91643691,13.050097,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0
15110042,1,0,212.6792,4,"Couple household, with children",403845.19,.91643691,13.050097,0,4,0,0,0,0,0,0,0,0,36,7,0,0,0
15110091,1,1,212.6792,6,Other household types,326127.38,.91643691,12.567139,0,3,0,0,0,0,0,0,0,0,12,2,0,0,0
15110091,1,1,212.6792,6,Other household types,326127.38,.91643691,12.567139,0,3,0,0,0,0,0,0,0,0,20,4,0,0,0
15110091,1,1,212.6792,6,Other household types,326127.38,.91643691,12.567139,0,3,0,0,0,0,0,0,0,0,45,9,1,0,0
15110091,1,1,212.6792,6,Other household types,326127.38,.91643691,12.567139,0,3,0,0,0,0,0,0,0,0,19,3,1,0,0
15110091,1,1,212.6792,6,Other household types,326127.38,.91643691,12.567139,0,3,0,0,0,0,0,0,0,0,25,5,0,0,0
15110164,1,1,212.6792,2,Single parent/caregiver (<60 years),575868.75,.91643691,12.962139,0,6,0,0,0,0,0,0,0,0,11,2,1,0,0
15110213,1,0,212.6792,6,"Couple household, with children",388205.38,.91643691,12.523141,0,4,0,0,0,0,0,0,0,0,58,11,0,0,0
15110213,1,0,212.6792,6,"Couple household, with children",388205.38,.91643691,12.523141,0,4,0,0,0,0,0,0,0,0,25,5,1,0,0
15110213,1,0,212.6792,6,"Couple household, with children",388205.38,.91643691,12.523141,0,4,0,0,0,0,0,0,0,0,41,8,1,0,0
15110213,1,0,212.6792,6,"Couple household, with children",388205.38,.91643691,12.523141,0,4,0,0,0,0,0,0,0,0,6,1,1,0,0
15110213,1,0,212.6792,6,"Couple household, with children",388205.38,.91643691,12.523141,0,4,0,0,0,0,0,0,0,0,31,6,0,0,0
15110237,1,1,212.6792,7,Other household types,284120.72,.91643691,12.554379,1,2,0,0,0,0,0,0,0,0,59,11,1,0,0
15110237,1,1,212.6792,7,Other household types,284120.72,.91643691,12.554379,1,2,0,0,0,0,0,0,0,0,25,5,1,0,0
15110237,1,1,212.6792,7,Other household types,284120.72,.91643691,12.554379,1,2,0,0,0,0,0,0,0,0,19,3,0,0,0
15110237,1,1,212.6792,7,Other household types,284120.72,.91643691,12.554379,1,2,0,0,0,0,0,0,0,0,14,2,1,0,0
15110237,1,1,212.6792,7,Other household types,284120.72,.91643691,12.554379,1,2,0,0,0,0,0,0,0,0,18,3,0,0,0
15110237,1,1,212.6792,7,Other household types,284120.72,.91643691,12.554379,1,2,0,0,0,0,0,0,0,0,19,3,1,0,0
15110286,1,0,212.6792,5,"Couple household, with children",362058.16,.91643691,13.028956,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0
15110286,1,0,212.6792,5,"Couple household, with children",362058.16,.91643691,13.028956,0,3,0,0,0,0,0,0,0,0,15,3,0,0,0
15110286,1,0,212.6792,5,"Couple household, with children",362058.16,.91643691,13.028956,0,3,0,0,0,0,0,0,0,0,33,6,1,0,0
15110286,1,0,212.6792,5,"Couple household, with children",362058.16,.91643691,13.028956,0,3,0,0,0,0,0,0,0,0,31,6,0,0,0
15110310,1,0,212.6792,7,Three generation household,350681.28,.91643691,12.603149,0,3,0,0,0,0,0,0,0,0,29,5,0,0,0
15110310,1,0,212.6792,7,Three generation household,350681.28,.91643691,12.603149,0,3,0,0,0,0,0,0,0,0,62,12,0,0,0
15110310,1,0,212.6792,7,Three generation household,350681.28,.91643691,12.603149,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
15110310,1,0,212.6792,7,Three generation household,350681.28,.91643691,12.603149,0,3,0,0,0,0,0,0,0,0,28,5,1,0,0
15110310,1,0,212.6792,7,Three generation household,350681.28,.91643691,12.603149,0,3,0,0,0,0,0,0,0,0,7,1,1,0,0
15110310,1,0,212.6792,7,Three generation household,350681.28,.91643691,12.603149,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
15110334,1,0,212.6792,4,Three generation household,427176.97,.91643691,12.983837,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0
15110334,1,0,212.6792,4,Three generation household,427176.97,.91643691,12.983837,0,4,0,0,0,0,0,0,0,0,64,12,0,0,0
15110334,1,0,212.6792,4,Three generation household,427176.97,.91643691,12.983837,0,4,0,0,0,0,0,0,0,0,27,5,1,0,0
15110383,1,1,212.6792,3,Single parent/caregiver (<60 years),614345.25,.91643691,13.293458,0,7,0,0,0,0,0,0,0,0,17,3,0,0,0
15110383,1,1,212.6792,3,Single parent/caregiver (<60 years),614345.25,.91643691,13.293458,0,7,0,0,0,0,0,0,0,0,40,8,1,0,0
15120008,1,0,203.74734,8,"Couple household, with children",277144.91,.91467732,12.384764,1,2,0,0,0,0,0,0,0,0,15,3,0,0,0
15120008,1,0,203.74734,8,"Couple household, with children",277144.91,.91467732,12.384764,1,2,0,0,0,0,0,0,0,0,6,1,0,0,0
15120008,1,0,203.74734,8,"Couple household, with children",277144.91,.91467732,12.384764,1,2,0,0,0,0,0,0,0,0,17,3,1,0,0
15120008,1,0,203.74734,8,"Couple household, with children",277144.91,.91467732,12.384764,1,2,0,0,0,0,0,0,0,0,19,3,0,0,0
15120008,1,0,203.74734,8,"Couple household, with children",277144.91,.91467732,12.384764,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0
15120008,1,0,203.74734,8,"Couple household, with children",277144.91,.91467732,12.384764,1,2,0,0,0,0,0,0,0,0,10,2,0,0,0
15120008,1,0,203.74734,8,"Couple household, with children",277144.91,.91467732,12.384764,1,2,0,0,0,0,0,0,0,0,37,7,1,0,0
15120024,1,0,203.74734,4,"Couple household, with children",308714.47,.91467732,13.106945,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0
15120024,1,0,203.74734,4,"Couple household, with children",308714.47,.91467732,13.106945,1,2,0,0,0,0,0,0,0,0,9,1,1,0,0
15120024,1,0,203.74734,4,"Couple household, with children",308714.47,.91467732,13.106945,1,2,0,0,0,0,0,0,0,0,40,8,1,0,0
15120032,1,1,203.74734,4,Three generation household,513892.19,.91467732,13.179796,0,5,0,0,0,0,0,0,0,0,30,6,0,0,0
15120032,1,1,203.74734,4,Three generation household,513892.19,.91467732,13.179796,0,5,0,0,0,0,0,0,0,0,5,1,1,0,0
15120032,1,1,203.74734,4,Three generation household,513892.19,.91467732,13.179796,0,5,0,0,0,0,0,0,0,0,31,6,1,0,0
15120040,1,0,203.74734,3,Single parent/caregiver (<60 years),238099.16,.91467732,12.863651,1,1,0,0,0,0,0,0,0,0,25,5,0,0,0
15120040,1,0,203.74734,3,Single parent/caregiver (<60 years),238099.16,.91467732,12.863651,1,1,0,0,0,0,0,0,0,0,6,1,1,0,0
15120048,1,0,203.74734,4,"Couple household, with children",793188.19,.91467732,13.383559,0,8,0,0,0,0,0,0,0,0,40,8,1,0,0
15120048,1,0,203.74734,4,"Couple household, with children",793188.19,.91467732,13.383559,0,8,0,0,0,0,0,0,0,0,43,8,0,0,0
15120048,1,0,203.74734,4,"Couple household, with children",793188.19,.91467732,13.383559,0,8,0,0,0,0,0,0,0,0,18,3,1,0,0
15120057,1,0,203.74734,2,Other household types,2333017.3,.91467732,13.290402,0,10,0,0,0,0,0,0,0,0,46,9,0,0,0
15120065,1,0,203.74734,2,"Couple household, with no children",1230407.1,.91467732,13.602118,0,9,0,0,0,0,0,0,0,0,61,12,0,0,0
15120073,1,0,203.74734,5,"Couple household, with children",579436,.91467732,12.944417,0,6,0,0,0,0,0,0,0,0,41,8,1,0,0
15120073,1,0,203.74734,5,"Couple household, with children",579436,.91467732,12.944417,0,6,0,0,0,0,0,0,0,0,5,1,1,0,0
15120073,1,0,203.74734,5,"Couple household, with children",579436,.91467732,12.944417,0,6,0,0,0,0,0,0,0,0,16,3,1,0,0
15120073,1,0,203.74734,5,"Couple household, with children",579436,.91467732,12.944417,0,6,0,0,0,0,0,0,0,0,43,8,0,0,0
15120106,1,0,203.74734,8,"Couple household, with children",234366.33,.91467732,12.461298,1,1,0,0,0,0,0,0,0,0,35,7,1,0,0
15120106,1,0,203.74734,8,"Couple household, with children",234366.33,.91467732,12.461298,1,1,0,0,0,0,0,0,0,0,39,7,0,0,0
15120106,1,0,203.74734,8,"Couple household, with children",234366.33,.91467732,12.461298,1,1,0,0,0,0,0,0,0,0,22,4,0,0,0
15120106,1,0,203.74734,8,"Couple household, with children",234366.33,.91467732,12.461298,1,1,0,0,0,0,0,0,0,0,18,3,1,0,0
15120106,1,0,203.74734,8,"Couple household, with children",234366.33,.91467732,12.461298,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0
15120106,1,0,203.74734,8,"Couple household, with children",234366.33,.91467732,12.461298,1,1,0,0,0,0,0,0,0,0,15,3,0,0,0
15120106,1,0,203.74734,8,"Couple household, with children",234366.33,.91467732,12.461298,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0
15120130,1,1,203.74734,4,Single parent/caregiver (<60 years),678205.38,.91467732,12.721753,0,7,0,0,0,0,0,0,0,0,46,9,1,0,0
15120130,1,1,203.74734,4,Single parent/caregiver (<60 years),678205.38,.91467732,12.721753,0,7,0,0,0,0,0,0,0,0,15,3,0,0,0
15120130,1,1,203.74734,4,Single parent/caregiver (<60 years),678205.38,.91467732,12.721753,0,7,0,0,0,0,0,0,0,0,13,2,0,0,0
15130010,1,0,146.7469,8,"Couple household, with children",107981.84,.90962815,12.423921,1,1,0,0,0,0,0,0,0,0,56,11,0,0,0
15130010,1,0,146.7469,8,"Couple household, with children",107981.84,.90962815,12.423921,1,1,0,0,0,0,0,0,0,0,30,6,1,0,0
15130010,1,0,146.7469,8,"Couple household, with children",107981.84,.90962815,12.423921,1,1,0,0,0,0,0,0,0,0,17,3,1,0,0
15130010,1,0,146.7469,8,"Couple household, with children",107981.84,.90962815,12.423921,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15130010,1,0,146.7469,8,"Couple household, with children",107981.84,.90962815,12.423921,1,1,0,0,0,0,0,0,0,0,13,2,1,0,0
15130010,1,0,146.7469,8,"Couple household, with children",107981.84,.90962815,12.423921,1,1,0,0,0,0,0,0,0,0,14,2,1,0,0
15130010,1,0,146.7469,8,"Couple household, with children",107981.84,.90962815,12.423921,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0
15130017,1,0,146.7469,7,Three generation household,117997.97,.90962815,12.391113,1,1,0,0,0,0,0,0,0,0,43,8,1,0,0
15130017,1,0,146.7469,7,Three generation household,117997.97,.90962815,12.391113,1,1,0,0,0,0,0,0,0,0,23,4,1,0,0
15130017,1,0,146.7469,7,Three generation household,117997.97,.90962815,12.391113,1,1,0,0,0,0,0,0,0,0,23,4,1,0,0
15130017,1,0,146.7469,7,Three generation household,117997.97,.90962815,12.391113,1,1,0,0,0,0,0,0,0,0,68,13,0,0,0
15130017,1,0,146.7469,7,Three generation household,117997.97,.90962815,12.391113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15130017,1,0,146.7469,7,Three generation household,117997.97,.90962815,12.391113,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0
15130039,1,0,146.7469,6,"Couple household, with children",136366.66,.90962815,12.608762,1,1,0,0,0,0,0,0,0,0,22,4,1,0,0
15130039,1,0,146.7469,6,"Couple household, with children",136366.66,.90962815,12.608762,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0
15130039,1,0,146.7469,6,"Couple household, with children",136366.66,.90962815,12.608762,1,1,0,0,0,0,0,0,0,0,42,8,1,0,0
15130039,1,0,146.7469,6,"Couple household, with children",136366.66,.90962815,12.608762,1,1,0,0,0,0,0,0,0,0,47,9,0,0,0
15130039,1,0,146.7469,6,"Couple household, with children",136366.66,.90962815,12.608762,1,1,0,0,0,0,0,0,0,0,9,1,1,0,0
15130046,1,0,146.7469,7,"Couple household, with children",119228.3,.90962815,12.510921,1,1,0,0,0,0,0,0,0,0,7,1,1,0,0
15130046,1,0,146.7469,7,"Couple household, with children",119228.3,.90962815,12.510921,1,1,0,0,0,0,0,0,0,0,29,5,1,0,0
15130046,1,0,146.7469,7,"Couple household, with children",119228.3,.90962815,12.510921,1,1,0,0,0,0,0,0,0,0,30,6,0,0,0
15130046,1,0,146.7469,7,"Couple household, with children",119228.3,.90962815,12.510921,1,1,0,0,0,0,0,0,0,0,14,2,1,0,0
15130046,1,0,146.7469,7,"Couple household, with children",119228.3,.90962815,12.510921,1,1,0,0,0,0,0,0,0,0,6,1,1,0,0
15130046,1,0,146.7469,7,"Couple household, with children",119228.3,.90962815,12.510921,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0
15130054,1,0,146.7469,4,Three generation household,191509,.90962815,12.824831,1,1,0,0,0,0,0,0,0,0,49,9,1,0,0
15130054,1,0,146.7469,4,Three generation household,191509,.90962815,12.824831,1,1,0,0,0,0,0,0,0,0,14,2,0,0,0
