weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,rural,age,age5yrs,sex,pension,disab,hhid
40.79570007324219,6,"Couple household, with children",3239.7168,1,8.0274334,0,3,0,0,0,0,0,0,0,0,0,1,35,7,Женский,0,0,3141
40.79570007324219,6,"Couple household, with children",3239.7168,1,8.0274334,0,3,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0,3141
40.79570007324219,6,"Couple household, with children",3239.7168,1,8.0274334,0,3,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3141
40.79570007324219,6,"Couple household, with children",3239.7168,1,8.0274334,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,3141
40.79570007324219,6,"Couple household, with children",3239.7168,1,8.0274334,0,3,0,0,0,0,0,0,0,0,0,1,6,1,Женский,0,0,3141
36.89688491821289,3,"Couple household, with children",5102.2207,1,8.5242805,0,7,0,0,0,0,0,0,0,0,0,1,48,9,Женский,0,0,3142
36.89688491821289,3,"Couple household, with children",5102.2207,1,8.5242805,0,7,0,0,0,0,0,0,0,0,0,1,13,2,Женский,0,0,3142
25.07405662536621,2,"Couple household, with no children",5635.54,1,8.7210836,0,8,0,1,0,0,0,0,0,0,0,1,59,11,Женский,0,0,3143
46.29170989990234,5,"Couple household, with children",7233.5146,1,8.3182259,0,9,0,0,0,0,0,0,0,0,0,1,50,10,Женский,0,0,3144
46.29170989990234,5,"Couple household, with children",7233.5146,1,8.3182259,0,9,0,0,0,0,0,0,0,0,0,1,22,4,Женский,0,0,3144
46.29170989990234,5,"Couple household, with children",7233.5146,1,8.3182259,0,9,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,3144
