hhid,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,rural,age,age5yrs,sex,pension,disab
60455,83.20810699462891,6,Other household types,3143.3467,1,8.1086597,0,3,1,0,0,0,0,0,0,0,0,1,18,3,Женский,0,0
60455,83.20810699462891,6,Other household types,3143.3467,1,8.1086597,0,3,1,0,0,0,0,0,0,0,0,1,12,2,Женский,0,0
60455,83.20810699462891,6,Other household types,3143.3467,1,8.1086597,0,3,1,0,0,0,0,0,0,0,0,1,9,1,Женский,0,0
60456,85.24394226074219,6,Three generation household,3142.614,1,8.0873508,0,3,0,1,0,0,0,0,0,0,0,1,64,12,Женский,0,0
60456,85.24394226074219,6,Three generation household,3142.614,1,8.0873508,0,3,0,1,0,0,0,0,0,0,0,1,35,7,0,0,0
60456,85.24394226074219,6,Three generation household,3142.614,1,8.0873508,0,3,0,1,0,0,0,0,0,0,0,1,26,5,Женский,0,0
60456,85.24394226074219,6,Three generation household,3142.614,1,8.0873508,0,3,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0
60456,85.24394226074219,6,Three generation household,3142.614,1,8.0873508,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0
60457,95.03582000732422,6,Three generation household,3315.373,1,8.129693,0,3,1,0,0,0,0,0,0,0,0,1,44,8,0,0,0
60457,95.03582000732422,6,Three generation household,3315.373,1,8.129693,0,3,1,0,0,0,0,0,0,0,0,1,43,8,Женский,0,0
60457,95.03582000732422,6,Three generation household,3315.373,1,8.129693,0,3,1,0,0,0,0,0,0,0,0,1,18,3,Женский,0,0
60457,95.03582000732422,6,Three generation household,3315.373,1,8.129693,0,3,1,0,0,0,0,0,0,0,0,1,5,1,0,0,0
60457,95.03582000732422,6,Three generation household,3315.373,1,8.129693,0,3,1,0,0,0,0,0,0,0,0,1,16,3,Женский,0,0
60458,97.41896820068359,8,"Couple household, with children",2532.4854,1,7.8694282,100,1,0,0,0,0,0,0,0,0,0,1,39,7,Женский,0,0
60458,97.41896820068359,8,"Couple household, with children",2532.4854,1,7.8694282,100,1,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0
60458,97.41896820068359,8,"Couple household, with children",2532.4854,1,7.8694282,100,1,0,0,0,0,0,0,0,0,0,1,12,2,Женский,0,0
60458,97.41896820068359,8,"Couple household, with children",2532.4854,1,7.8694282,100,1,0,0,0,0,0,0,0,0,0,1,12,2,Женский,0,0
60458,97.41896820068359,8,"Couple household, with children",2532.4854,1,7.8694282,100,1,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0
60458,97.41896820068359,8,"Couple household, with children",2532.4854,1,7.8694282,100,1,0,0,0,0,0,0,0,0,0,1,1,0,Женский,0,0
60458,97.41896820068359,8,"Couple household, with children",2532.4854,1,7.8694282,100,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60459,83.15100860595703,4,Three generation household,4923.6753,1,8.3962622,0,6,0,1,0,0,0,0,0,0,0,1,53,10,0,0,0
60459,83.15100860595703,4,Three generation household,4923.6753,1,8.3962622,0,6,0,1,0,0,0,0,0,0,0,1,51,10,Женский,0,0
60459,83.15100860595703,4,Three generation household,4923.6753,1,8.3962622,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,29,5,0,0,0
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,24,4,Женский,0,0
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,31,6,0,0,0
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,29,5,Женский,0,0
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,7,1,0,0,0
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0
60463,94.61917877197266,9,Three generation household,2109.1934,1,7.7617192,100,1,1,0,0,0,0,0,0,0,0,1,10,2,Женский,0,0
60465,101.5277862548828,6,"Couple household, with children",3176.7988,1,8.0290928,0,3,0,0,0,0,0,0,0,0,0,1,35,7,Женский,0,0
60465,101.5277862548828,6,"Couple household, with children",3176.7988,1,8.0290928,0,3,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0
60465,101.5277862548828,6,"Couple household, with children",3176.7988,1,8.0290928,0,3,0,0,0,0,0,0,0,0,0,1,14,2,Женский,0,0
60465,101.5277862548828,6,"Couple household, with children",3176.7988,1,8.0290928,0,3,0,0,0,0,0,0,0,0,0,1,11,2,Женский,0,0
60465,101.5277862548828,6,"Couple household, with children",3176.7988,1,8.0290928,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
60466,88.72662353515625,6,Three generation household,3117.7058,1,8.0862169,0,3,1,0,0,0,0,0,0,0,0,1,45,9,0,0,0
60466,88.72662353515625,6,Three generation household,3117.7058,1,8.0862169,0,3,1,0,0,0,0,0,0,0,0,1,40,8,Женский,0,0
60466,88.72662353515625,6,Three generation household,3117.7058,1,8.0862169,0,3,1,0,0,0,0,0,0,0,0,1,17,3,Женский,0,0
60466,88.72662353515625,6,Three generation household,3117.7058,1,8.0862169,0,3,1,0,0,0,0,0,0,0,0,1,14,2,0,0,0
60466,88.72662353515625,6,Three generation household,3117.7058,1,8.0862169,0,3,1,0,0,0,0,0,0,0,0,1,9,1,Женский,0,0
60469,84.91484069824219,6,Three generation household,2895.6045,1,8.1562128,100,2,0,0,0,0,0,0,0,0,0,1,31,6,0,0,0
60469,84.91484069824219,6,Three generation household,2895.6045,1,8.1562128,100,2,0,0,0,0,0,0,0,0,0,1,30,6,Женский,0,0
60469,84.91484069824219,6,Three generation household,2895.6045,1,8.1562128,100,2,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0
60469,84.91484069824219,6,Three generation household,2895.6045,1,8.1562128,100,2,0,0,0,0,0,0,0,0,0,1,8,1,Женский,0,0
60469,84.91484069824219,6,Three generation household,2895.6045,1,8.1562128,100,2,0,0,0,0,0,0,0,0,0,1,1,0,Женский,0,0
60471,80.77761840820313,2,Single parent/caregiver (<60 years),5379.4961,1,8.5272999,0,7,1,0,0,0,0,0,0,0,0,1,14,2,0,0,0
60472,106.6308898925781,2,Other household types,5129.1226,1,8.7596197,0,7,1,0,0,0,0,0,0,0,0,1,23,4,0,0,0
60473,93.27394104003906,5,"Couple household, with children",2848.4902,1,8.1470766,100,2,1,0,0,0,0,0,0,0,0,1,42,8,0,0,0
60473,93.27394104003906,5,"Couple household, with children",2848.4902,1,8.1470766,100,2,1,0,0,0,0,0,0,0,0,1,13,2,0,0,0
60473,93.27394104003906,5,"Couple household, with children",2848.4902,1,8.1470766,100,2,1,0,0,0,0,0,0,0,0,1,10,2,Женский,0,0
60473,93.27394104003906,5,"Couple household, with children",2848.4902,1,8.1470766,100,2,1,0,0,0,0,0,0,0,0,1,5,1,Женский,0,0
60474,78.86612701416016,8,Three generation household,2803.3738,1,7.8678751,100,2,0,1,0,0,0,0,0,0,0,1,61,12,Женский,0,0
60474,78.86612701416016,8,Three generation household,2803.3738,1,7.8678751,100,2,0,1,0,0,0,0,0,0,0,1,31,6,0,0,1
60474,78.86612701416016,8,Three generation household,2803.3738,1,7.8678751,100,2,0,1,0,0,0,0,0,0,0,1,31,6,Женский,0,0
60474,78.86612701416016,8,Three generation household,2803.3738,1,7.8678751,100,2,0,1,0,0,0,0,0,0,0,1,10,2,Женский,0,0
60474,78.86612701416016,8,Three generation household,2803.3738,1,7.8678751,100,2,0,1,0,0,0,0,0,0,0,1,8,1,Женский,0,0
60474,78.86612701416016,8,Three generation household,2803.3738,1,7.8678751,100,2,0,1,0,0,0,0,0,0,0,1,3,0,Женский,0,0
60474,78.86612701416016,8,Three generation household,2803.3738,1,7.8678751,100,2,0,1,0,0,0,0,0,0,0,1,1,0,Женский,0,0
60475,82.48802185058594,8,Three generation household,2491.9802,1,7.8588562,100,1,0,1,0,0,0,0,0,0,0,1,63,12,Женский,0,0
60475,82.48802185058594,8,Three generation household,2491.9802,1,7.8588562,100,1,0,1,0,0,0,0,0,0,0,1,30,6,0,0,0
60475,82.48802185058594,8,Three generation household,2491.9802,1,7.8588562,100,1,0,1,0,0,0,0,0,0,0,1,28,5,Женский,0,0
60475,82.48802185058594,8,Three generation household,2491.9802,1,7.8588562,100,1,0,1,0,0,0,0,0,0,0,1,7,1,Женский,0,0
60475,82.48802185058594,8,Three generation household,2491.9802,1,7.8588562,100,1,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0
60475,82.48802185058594,8,Three generation household,2491.9802,1,7.8588562,100,1,0,1,0,0,0,0,0,0,0,1,1,0,Женский,0,0
60475,82.48802185058594,8,Three generation household,2491.9802,1,7.8588562,100,1,0,1,0,0,0,0,0,0,0,1,0,0,Женский,0,0
60476,83.95082092285156,5,Three generation household,4024.7195,1,8.2191401,0,5,0,1,0,0,0,0,0,0,0,1,30,6,Женский,0,0
60476,83.95082092285156,5,Three generation household,4024.7195,1,8.2191401,0,5,0,1,0,0,0,0,0,0,0,1,11,2,0,0,0
60476,83.95082092285156,5,Three generation household,4024.7195,1,8.2191401,0,5,0,1,0,0,0,0,0,0,0,1,8,1,0,0,0
60476,83.95082092285156,5,Three generation household,4024.7195,1,8.2191401,0,5,0,1,0,0,0,0,0,0,0,1,6,1,Женский,0,0
60477,101.0311508178711,3,"Couple household, with no children",3942.9136,1,8.5752974,0,5,0,0,0,0,0,0,0,0,0,1,52,10,Женский,0,0
60477,101.0311508178711,3,"Couple household, with no children",3942.9136,1,8.5752974,0,5,0,0,0,0,0,0,0,0,0,1,21,4,0,0,0
60478,80.62353515625,4,"Couple household, with no children",4204.3989,1,8.4091797,0,5,0,1,0,0,0,0,0,0,0,1,63,12,Женский,0,0
60478,80.62353515625,4,"Couple household, with no children",4204.3989,1,8.4091797,0,5,0,1,0,0,0,0,0,0,0,1,27,5,0,0,0
60478,80.62353515625,4,"Couple household, with no children",4204.3989,1,8.4091797,0,5,0,1,0,0,0,0,0,0,0,1,18,3,Женский,0,0
60479,81.93984985351563,7,Three generation household,3050.3091,1,7.9758835,0,3,0,0,0,0,0,0,0,0,0,1,57,11,Женский,0,1
60479,81.93984985351563,7,Three generation household,3050.3091,1,7.9758835,0,3,0,0,0,0,0,0,0,0,0,1,36,7,0,0,0
60479,81.93984985351563,7,Three generation household,3050.3091,1,7.9758835,0,3,0,0,0,0,0,0,0,0,0,1,31,6,Женский,0,0
60479,81.93984985351563,7,Three generation household,3050.3091,1,7.9758835,0,3,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0
60479,81.93984985351563,7,Three generation household,3050.3091,1,7.9758835,0,3,0,0,0,0,0,0,0,0,0,1,6,1,Женский,0,0
60479,81.93984985351563,7,Three generation household,3050.3091,1,7.9758835,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,57,11,Женский,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,26,5,0,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,23,4,Женский,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,2,0,Женский,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,26,5,0,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,22,4,Женский,0,0
60482,85.85659027099609,9,Three generation household,2063.8135,1,7.7395449,100,1,0,0,0,0,0,0,0,0,0,1,0,0,Женский,0,0
60483,86.80638885498047,4,Three generation household,4454.2891,1,8.365139,0,6,0,0,0,0,0,0,0,0,0,1,24,4,Женский,0,0
60483,86.80638885498047,4,Three generation household,4454.2891,1,8.365139,0,6,0,0,0,0,0,0,0,0,0,1,5,1,Женский,0,0
60483,86.80638885498047,4,Three generation household,4454.2891,1,8.365139,0,6,0,0,0,0,0,0,0,0,0,1,3,0,Женский,0,0
60484,73.30252838134766,3,"Couple household, with no children",3986.2561,1,8.6213169,0,5,0,1,0,0,0,0,0,0,0,1,53,10,Женский,0,0
60484,73.30252838134766,3,"Couple household, with no children",3986.2561,1,8.6213169,0,5,0,1,0,0,0,0,0,0,0,1,18,3,Женский,0,0
60486,613.0394897460938,2,"Couple household, with no children",5610.5425,1,8.7658901,0,7,0,0,0,0,0,0,0,0,0,0,56,11,Женский,0,0
60487,401.6858215332031,2,"Couple household, with no children",5420.9536,1,8.7579079,0,7,0,1,0,0,0,0,0,0,0,0,66,13,Женский,0,0
60489,751.9116821289063,2,"Couple household, with no children",6522.0386,1,8.7658901,0,8,0,0,0,0,0,0,0,0,0,0,52,10,Женский,0,0
60490,1006.014770507813,5,"Couple household, with children",3767.262,1,8.1629972,0,4,0,0,0,0,0,0,0,0,0,0,34,6,Женский,0,0
60490,1006.014770507813,5,"Couple household, with children",3767.262,1,8.1629972,0,4,0,0,0,0,0,0,0,0,0,0,12,2,Женский,0,0
60490,1006.014770507813,5,"Couple household, with children",3767.262,1,8.1629972,0,4,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
60490,1006.014770507813,5,"Couple household, with children",3767.262,1,8.1629972,0,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
60491,694.0264282226563,3,"Couple household, with no children",4865.0146,1,8.5971527,0,6,0,1,0,0,0,0,0,0,0,0,65,13,Женский,0,0
60491,694.0264282226563,3,"Couple household, with no children",4865.0146,1,8.5971527,0,6,0,1,0,0,0,0,0,0,0,0,35,7,Женский,0,0
60493,602.0594482421875,2,"Couple household, with no children",5616.4927,1,8.7528095,0,8,0,1,0,0,0,0,0,0,0,0,66,13,Женский,0,0
60494,1045.636352539063,4,"Couple household, with children",4370.249,1,8.2791567,0,5,0,0,0,0,0,0,0,0,0,0,30,6,Женский,0,0
60494,1045.636352539063,4,"Couple household, with children",4370.249,1,8.2791567,0,5,0,0,0,0,0,0,0,0,0,0,7,1,Женский,0,0
60494,1045.636352539063,4,"Couple household, with children",4370.249,1,8.2791567,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60495,1045.636352539063,4,"Couple household, with children",3980.009,1,8.2791567,0,5,0,0,0,0,0,0,0,0,0,0,34,6,Женский,0,0
60495,1045.636352539063,4,"Couple household, with children",3980.009,1,8.2791567,0,5,0,0,0,0,0,0,0,0,0,0,13,2,Женский,0,0
60495,1045.636352539063,4,"Couple household, with children",3980.009,1,8.2791567,0,5,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
60496,785.4893798828125,6,Skipped generation,3674.0813,1,8.0902004,0,4,0,1,0,0,0,0,0,0,0,0,63,12,Женский,0,0
60496,785.4893798828125,6,Skipped generation,3674.0813,1,8.0902004,0,4,0,1,0,0,0,0,0,0,0,0,11,2,Женский,0,0
60496,785.4893798828125,6,Skipped generation,3674.0813,1,8.0902004,0,4,0,1,0,0,0,0,0,0,0,0,9,1,Женский,0,0
60496,785.4893798828125,6,Skipped generation,3674.0813,1,8.0902004,0,4,0,1,0,0,0,0,0,0,0,0,8,1,Женский,0,0
60496,785.4893798828125,6,Skipped generation,3674.0813,1,8.0902004,0,4,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0
60497,838.1808471679688,7,Three generation household,2830.7805,1,7.9623632,0,2,0,0,0,0,0,0,0,0,0,0,35,7,Женский,0,0
60497,838.1808471679688,7,Three generation household,2830.7805,1,7.9623632,0,2,0,0,0,0,0,0,0,0,0,0,12,2,Женский,0,0
60497,838.1808471679688,7,Three generation household,2830.7805,1,7.9623632,0,2,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0
60497,838.1808471679688,7,Three generation household,2830.7805,1,7.9623632,0,2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
60497,838.1808471679688,7,Three generation household,2830.7805,1,7.9623632,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
60497,838.1808471679688,7,Three generation household,2830.7805,1,7.9623632,0,2,0,0,0,0,0,0,0,0,0,0,77,15,Женский,0,0
60498,855.9694213867188,4,"Couple household, with children",5458.5396,1,8.3310022,0,7,0,0,0,0,0,0,0,0,0,0,53,10,Женский,0,0
60498,855.9694213867188,4,"Couple household, with children",5458.5396,1,8.3310022,0,7,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0
60498,855.9694213867188,4,"Couple household, with children",5458.5396,1,8.3310022,0,7,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0
60499,836.8136596679688,5,Three generation household,4337.7163,1,8.1886606,0,5,1,0,0,0,0,0,0,0,0,0,47,9,0,0,0
60499,836.8136596679688,5,Three generation household,4337.7163,1,8.1886606,0,5,1,0,0,0,0,0,0,0,0,0,44,8,Женский,0,0
60499,836.8136596679688,5,Three generation household,4337.7163,1,8.1886606,0,5,1,0,0,0,0,0,0,0,0,0,17,3,Женский,0,0
60499,836.8136596679688,5,Three generation household,4337.7163,1,8.1886606,0,5,1,0,0,0,0,0,0,0,0,0,10,2,0,0,0
60500,716.4860229492188,3,Skipped generation,4311.1987,1,8.3756647,0,5,1,0,0,0,0,0,0,0,0,0,4,0,Женский,0,0
60500,716.4860229492188,3,Skipped generation,4311.1987,1,8.3756647,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60501,783.783935546875,3,"Couple household, with children",5820.6812,1,8.4958487,0,8,0,0,0,0,0,0,0,0,0,0,54,10,Женский,0,0
60501,783.783935546875,3,"Couple household, with children",5820.6812,1,8.4958487,0,8,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0
60502,1060.432861328125,3,"Couple household, with children",5806.2578,1,8.4912958,0,8,0,0,0,0,0,0,0,0,0,0,49,9,Женский,0,0
60502,1060.432861328125,3,"Couple household, with children",5806.2578,1,8.4912958,0,8,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,30,6,Женский,0,1
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,5,1,Женский,0,0
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,85,16,0,0,0
60504,855.3141479492188,9,Three generation household,3174.249,1,7.7815886,0,3,0,0,0,0,0,0,0,0,0,0,78,15,Женский,0,0
60505,1060.432861328125,3,"Couple household, with no children",6315.0728,1,8.6135626,0,8,0,0,0,0,0,1,0,0,0,0,51,10,Женский,0,0
60505,1060.432861328125,3,"Couple household, with no children",6315.0728,1,8.6135626,0,8,0,0,0,0,0,1,0,0,0,0,18,3,0,0,0
60506,1139.042358398438,4,"Couple household, with children",4356.9155,1,8.2469578,0,5,0,0,0,0,0,0,0,0,0,0,27,5,Женский,0,0
60506,1139.042358398438,4,"Couple household, with children",4356.9155,1,8.2469578,0,5,0,0,0,0,0,0,0,0,0,0,4,0,Женский,0,0
60506,1139.042358398438,4,"Couple household, with children",4356.9155,1,8.2469578,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60507,1036.254760742188,7,Three generation household,4649.1709,1,8.0154934,0,6,0,0,0,0,0,0,0,0,0,0,54,10,Женский,0,0
60507,1036.254760742188,7,Three generation household,4649.1709,1,8.0154934,0,6,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0
60507,1036.254760742188,7,Three generation household,4649.1709,1,8.0154934,0,6,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0
60507,1036.254760742188,7,Three generation household,4649.1709,1,8.0154934,0,6,0,0,0,0,0,0,0,0,0,0,25,5,Женский,0,0
60507,1036.254760742188,7,Three generation household,4649.1709,1,8.0154934,0,6,0,0,0,0,0,0,0,0,0,0,22,4,Женский,0,0
60507,1036.254760742188,7,Three generation household,4649.1709,1,8.0154934,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Женский,0,0
60510,777.2493286132813,5,Three generation household,5429.123,1,8.2356377,0,7,0,1,0,0,0,0,0,0,0,0,60,12,Женский,0,0
60510,777.2493286132813,5,Three generation household,5429.123,1,8.2356377,0,7,0,1,0,0,0,0,0,0,0,0,14,2,0,0,0
60510,777.2493286132813,5,Three generation household,5429.123,1,8.2356377,0,7,0,1,0,0,0,0,0,0,0,0,12,2,0,0,0
60510,777.2493286132813,5,Three generation household,5429.123,1,8.2356377,0,7,0,1,0,0,0,0,0,0,0,0,23,4,0,0,0
60511,993.7905883789063,5,"Couple household, with children",5552.5322,1,8.2569542,0,7,0,0,0,0,0,0,0,0,0,0,30,6,Женский,0,0
60511,993.7905883789063,5,"Couple household, with children",5552.5322,1,8.2569542,0,7,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
60511,993.7905883789063,5,"Couple household, with children",5552.5322,1,8.2569542,0,7,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
60511,993.7905883789063,5,"Couple household, with children",5552.5322,1,8.2569542,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
60512,932.3556518554688,7,Three generation household,4367.2485,1,8.0080976,0,5,1,0,0,0,0,0,0,0,0,0,37,7,0,0,0
60512,932.3556518554688,7,Three generation household,4367.2485,1,8.0080976,0,5,1,0,0,0,0,0,0,0,0,0,32,6,Женский,0,0
60512,932.3556518554688,7,Three generation household,4367.2485,1,8.0080976,0,5,1,0,0,0,0,0,0,0,0,0,8,1,Женский,0,0
60512,932.3556518554688,7,Three generation household,4367.2485,1,8.0080976,0,5,1,0,0,0,0,0,0,0,0,0,6,1,Женский,0,0
60512,932.3556518554688,7,Three generation household,4367.2485,1,8.0080976,0,5,1,0,0,0,0,0,0,0,0,0,3,0,Женский,0,0
60512,932.3556518554688,7,Three generation household,4367.2485,1,8.0080976,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60513,905.807373046875,4,"Couple household, with children",7415.2607,1,8.4553032,0,9,0,0,0,0,0,0,0,0,0,0,44,8,Женский,0,0
60513,905.807373046875,4,"Couple household, with children",7415.2607,1,8.4553032,0,9,0,0,0,0,0,0,0,0,0,0,13,2,Женский,0,0
60513,905.807373046875,4,"Couple household, with children",7415.2607,1,8.4553032,0,9,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
60518,889.0225219726563,8,Three generation household,3155.6482,1,7.9127846,0,3,0,0,0,0,0,0,0,0,0,0,57,11,Женский,0,0
60518,889.0225219726563,8,Three generation household,3155.6482,1,7.9127846,0,3,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0
60518,889.0225219726563,8,Three generation household,3155.6482,1,7.9127846,0,3,0,0,0,0,0,0,0,0,0,0,26,5,Женский,0,0
60518,889.0225219726563,8,Three generation household,3155.6482,1,7.9127846,0,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
60518,889.0225219726563,8,Three generation household,3155.6482,1,7.9127846,0,3,0,0,0,0,0,0,0,0,0,0,5,1,Женский,0,0
60518,889.0225219726563,8,Three generation household,3155.6482,1,7.9127846,0,3,0,0,0,0,0,0,0,0,0,0,2,0,Женский,0,0
60518,889.0225219726563,8,Three generation household,3155.6482,1,7.9127846,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Женский,0,0
60519,946.0715942382813,7,Three generation household,2789.5984,1,7.9109464,100,2,1,0,0,0,0,0,0,0,0,0,30,6,0,0,0
60519,946.0715942382813,7,Three generation household,2789.5984,1,7.9109464,100,2,1,0,0,0,0,0,0,0,0,0,23,4,Женский,0,0
60519,946.0715942382813,7,Three generation household,2789.5984,1,7.9109464,100,2,1,0,0,0,0,0,0,0,0,0,3,0,Женский,0,0
60519,946.0715942382813,7,Three generation household,2789.5984,1,7.9109464,100,2,1,0,0,0,0,0,0,0,0,0,13,2,Женский,0,0
60519,946.0715942382813,7,Three generation household,2789.5984,1,7.9109464,100,2,1,0,0,0,0,0,0,0,0,0,2,0,Женский,0,0
60519,946.0715942382813,7,Three generation household,2789.5984,1,7.9109464,100,2,1,0,0,0,0,0,0,0,0,0,0,0,Женский,0,0
60520,847.8331298828125,6,Other household types,4221.5034,1,8.1271343,0,5,1,0,0,0,0,0,0,0,0,0,29,5,Женский,0,0
60520,847.8331298828125,6,Other household types,4221.5034,1,8.1271343,0,5,1,0,0,0,0,0,0,0,0,0,51,10,Женский,0,0
60520,847.8331298828125,6,Other household types,4221.5034,1,8.1271343,0,5,1,0,0,0,0,0,0,0,0,0,10,2,Женский,0,0
60520,847.8331298828125,6,Other household types,4221.5034,1,8.1271343,0,5,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0
60520,847.8331298828125,6,Other household types,4221.5034,1,8.1271343,0,5,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0
60522,934.1378173828125,8,Three generation household,2915.6892,1,7.954361,0,2,1,0,0,0,0,0,0,0,0,0,39,7,0,0,0
60522,934.1378173828125,8,Three generation household,2915.6892,1,7.954361,0,2,1,0,0,0,0,0,0,0,0,0,33,6,Женский,0,0
60522,934.1378173828125,8,Three generation household,2915.6892,1,7.954361,0,2,1,0,0,0,0,0,0,0,0,0,11,2,Женский,0,0
60522,934.1378173828125,8,Three generation household,2915.6892,1,7.954361,0,2,1,0,0,0,0,0,0,0,0,0,8,1,Женский,0,0
60522,934.1378173828125,8,Three generation household,2915.6892,1,7.954361,0,2,1,0,0,0,0,0,0,0,0,0,15,3,0,0,0
60522,934.1378173828125,8,Three generation household,2915.6892,1,7.954361,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
60522,934.1378173828125,8,Three generation household,2915.6892,1,7.954361,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
60525,877.2528686523438,5,Three generation household,4679.5757,1,8.2597542,0,6,1,0,0,0,0,0,0,0,0,0,44,8,Женский,0,0
60525,877.2528686523438,5,Three generation household,4679.5757,1,8.2597542,0,6,1,0,0,0,0,0,0,0,0,0,13,2,Женский,0,0
60525,877.2528686523438,5,Three generation household,4679.5757,1,8.2597542,0,6,1,0,0,0,0,0,0,0,0,0,15,3,Женский,0,0
60525,877.2528686523438,5,Three generation household,4679.5757,1,8.2597542,0,6,1,0,0,0,0,0,0,0,0,0,23,4,Женский,0,0
60526,826.4360961914063,6,Three generation household,3127.3389,1,8.126442,0,3,1,0,0,0,0,0,0,0,0,0,42,8,0,0,0
60526,826.4360961914063,6,Three generation household,3127.3389,1,8.126442,0,3,1,0,0,0,0,0,0,0,0,0,38,7,Женский,0,0
