hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab
2709,1,1,3754.7131,3,Other household types,49178.309,.98942471,11.167202,0,5,0,0,1,15000,0,0,0,0,73,14,1,0
2710,1,0,3754.7131,6,Three generation household,35171.672,.98942471,11.184397,1,3,1,27.193367,0,0,1,164.90411,0,0,38,7,0,1
2711,1,0,3754.7131,10,Three generation household,22997.664,.98942471,10.716877,1,1,0,0,0,0,0,0,0,0,40,8,1,1
2712,1,0,3754.7131,2,"Couple household, with no children",72901.492,.98942471,11.469018,0,8,0,0,0,0,0,0,0,0,50,10,1,0
2713,0,0,2192.2761,6,"Couple household, with children",89472.422,.98942477,11.188879,0,9,0,0,0,0,0,0,0,0,57,11,0,0
2714,0,1,2192.2761,2,Other household types,105404.23,.98942477,11.420499,0,9,0,0,0,0,0,0,0,0,54,10,1,0
2715,0,0,2192.2761,3,"Couple household, with children",85456.773,.98942471,10.995414,0,8,0,0,0,0,0,0,0,0,11,2,1,0
2716,0,0,2192.2761,7,"Couple household, with children",47826.605,.98942471,10.999968,0,5,0,0,0,0,0,0,0,0,44,8,1,0
2717,0,0,2192.2761,4,"Couple household, with no children",51642.273,.98942477,11.124614,0,5,0,0,0,0,0,0,0,0,49,9,1,0
2718,0,1,2192.2761,6,Other household types,93546.258,.98942471,,0,9,0,0,0,0,0,0,0,0,10,2,0,0
2719,0,0,2192.2761,6,Three generation household,46587.082,.98942477,,0,5,0,0,0,0,0,0,0,0,64,12,1,0
2720,0,1,2192.2761,1,"One-person household, 18-59 years",152454.78,.98942471,11.404009,0,10,0,0,0,0,0,0,0,0,47,9,1,1
2721,0,0,2192.2761,4,Other household types,43986.371,.98942471,11.12674,0,4,1,61.185078,0,0,1,247.35617,0,0,56,11,0,0
2722,0,0,2192.2761,8,Three generation household,82951.273,.98942477,11.870125,0,8,0,0,0,0,0,0,0,0,48,9,0,1
2723,0,0,2192.2761,1,"One-person household, 18-59 years",143237.28,.98942477,11.091534,0,10,0,0,0,0,0,0,0,0,46,9,0,0
2724,0,0,2192.2761,3,"Couple household, with no children",132523.47,.98942471,,0,10,0,0,0,0,0,0,0,0,58,11,1,0
2725,1,0,1966.3568,7,"Couple household, with children",153929.25,.98942471,11.773711,0,10,0,0,0,0,0,0,0,0,31,6,1,0
2726,1,1,1966.3568,4,Other household types,58856.133,.98942471,11.014565,0,6,0,0,0,0,0,0,0,0,20,4,0,1
2727,1,0,1966.3568,3,"Couple household, with children",119210.84,.98942477,11.433757,0,10,0,0,0,0,0,0,0,0,40,8,1,0
2728,1,0,1966.3568,3,"Couple household, with no children",174919.06,.98942477,11.456018,0,10,0,0,0,0,0,0,0,0,56,11,0,0
2729,1,0,1966.3568,5,"Couple household, with no children",84080.734,.98942471,,0,8,0,0,0,0,0,0,0,0,35,7,0,0
2730,1,0,1966.3568,3,"Couple household, with children",94904.172,.98942477,11.788733,0,9,0,0,0,0,0,0,0,0,43,8,1,0
2731,1,1,1966.3568,2,Single parent/caregiver (<60 years),63936.953,.98942471,10.893913,0,7,0,0,0,0,0,0,0,0,15,3,0,1
2732,1,0,1966.3568,3,"Couple household, with children",75356.18,.98942471,,0,8,0,0,0,0,0,0,0,0,49,9,0,0
2733,1,0,1966.3568,4,"Couple household, with children",42441.973,.98942477,10.675334,0,4,0,0,0,0,0,0,0,0,30,6,1,0
2734,1,0,1966.3568,2,"Couple household, with no children",57276.996,.98942471,10.911241,0,6,0,0,0,0,0,0,0,0,60,12,0,0
2735,1,0,1966.3568,2,"Couple household, with no children",68539.031,.98942471,,0,7,0,0,0,0,0,0,0,0,55,11,1,0
2736,1,0,1966.3568,8,Three generation household,122486.56,.98942477,,0,10,0,0,0,0,0,0,0,0,65,13,0,1
2737,0,0,2770.24,6,"Couple household, with children",99153.633,.98942471,,0,9,1,27.193367,1,30000,1,164.90411,0,0,16,3,1,0
2738,0,0,2770.24,2,"Couple household, with no children",103100.62,.98942471,11.280327,0,9,0,0,0,0,0,0,0,0,51,10,1,0
2739,0,0,2770.24,2,"Couple household, with no children",55992.48,.98942471,10.982828,0,6,0,0,0,0,0,0,0,0,70,14,1,0
2740,0,0,2770.24,4,Three generation household,103532.63,.98942471,,0,9,0,0,0,0,0,0,0,0,57,11,1,0
2741,0,0,2770.24,8,Three generation household,47895.266,.98942477,,0,5,1,15.296271,1,40000,1,123.67809,0,0,2,0,1,
2742,0,0,2770.24,5,Three generation household,95305.648,.98942477,11.319558,0,9,0,0,0,0,0,0,0,0,86,16,0,0
2743,0,0,2770.24,4,"Couple household, with children",69313.484,.98942477,,0,7,0,0,0,0,0,0,0,0,52,10,0,0
2744,0,0,2770.24,3,"Couple household, with children",67804.313,.98942471,11.250308,0,7,0,0,0,0,0,0,0,0,12,2,0,1
2745,0,0,2770.24,1,"One-person household, 18-59 years",113272.13,.98942471,,0,9,0,0,0,0,0,0,0,0,31,6,0,0
2746,0,1,2770.24,2,Single parent/caregiver (<60 years),155645.28,.98942471,11.083221,0,10,0,0,0,0,0,0,0,0,13,2,0,1
2747,0,0,2770.24,2,"Couple household, with no children",80603.18,.98942471,,0,8,0,0,1,20250,0,0,0,0,65,13,1,0
2748,0,0,2770.24,8,"Couple household, with children",42427.781,.98942477,,0,4,1,30.592543,1,40000,1,247.35619,0,0,6,1,0,0
2749,1,0,2856.7678,4,"Couple household, with children",78943.359,.98942471,11.15804,0,8,0,0,0,0,0,0,0,0,47,9,0,0
2750,1,0,2856.7678,5,"Couple household, with children",91335.07,.98942477,11.311103,0,9,0,0,0,0,0,0,0,0,5,1,0,0
2751,1,0,2856.7678,6,"Couple household, with children",53840.879,.98942477,11.07682,0,6,0,0,0,0,0,0,0,0,22,4,1,1
2752,1,1,2856.7678,3,Other household types,119613.16,.98942471,,0,10,0,0,0,0,0,0,0,0,37,7,1,0
2753,1,0,2856.7678,4,"Couple household, with children",81111.164,.98942471,11.160142,0,8,1,122.37016,0,0,1,494.71234,0,0,9,1,1,0
2754,1,1,2856.7678,1,"One-person household, 60+ years",29569.447,.98942471,10.717323,1,2,0,0,0,0,0,0,0,0,95,16,1,0
2755,1,0,2856.7678,4,"Couple household, with no children",99145.406,.98942471,,0,9,0,0,0,0,0,0,0,0,50,10,0,0
2756,1,1,2856.7678,4,Other household types,112529.59,.98942471,11.48817,0,9,0,0,0,0,0,0,0,0,53,10,1,0
2757,1,0,2856.7678,3,"Couple household, with no children",114969.16,.98942477,11.7303,0,9,0,0,0,0,0,0,0,0,69,13,1,1
2758,1,0,2856.7678,4,"Couple household, with children",66195.563,.98942471,11.110056,0,7,1,122.37016,0,0,1,494.71234,0,0,10,2,1,0
2759,1,1,2856.7678,4,Three generation household,62601.066,.98942471,11.070114,0,7,0,0,0,0,0,0,0,0,0,0,1,
2760,1,0,2856.7678,7,Three generation household,79902.648,.98942477,11.167995,0,8,0,0,0,0,0,0,0,0,52,10,1,0
2761,1,0,3090.5728,8,Three generation household,38535.777,.98942471,10.45501,0,3,0,0,0,0,0,0,0,0,57,11,1,0
2762,1,0,3090.5728,5,Three generation household,59969.129,.98942477,11.030046,0,6,0,0,0,0,0,0,0,0,70,14,1,0
2763,1,0,3090.5728,5,"Couple household, with children",77282.625,.98942477,10.69755,0,8,1,78.31691,0,0,1,395.7699,0,0,39,7,1,0
2764,1,0,3090.5728,6,"Couple household, with children",65936.891,.98942477,10.710583,0,7,0,0,0,0,0,0,0,0,19,3,0,0
2765,1,0,3090.5728,4,"Couple household, with children",81465.953,.98942471,10.799003,0,8,0,0,0,0,0,0,0,0,18,3,0,0
2766,1,0,3090.5728,3,"Couple household, with children",127372.55,.98942471,,0,10,0,0,0,0,0,0,0,0,16,3,0,0
2767,1,0,3090.5728,3,"Couple household, with children",88225.852,.98942477,11.142547,0,9,0,0,0,0,0,0,0,0,41,8,0,0
2768,1,1,3090.5728,2,Other household types,38574.832,.98942471,10.846848,0,3,0,0,0,0,0,0,0,0,78,15,1,0
2769,1,0,3090.5728,5,"Couple household, with no children",44081.875,.98942471,,0,4,0,0,0,0,0,0,0,0,56,11,1,1
2770,1,0,3090.5728,5,"Couple household, with no children",57783.84,.98942471,,0,6,0,0,0,0,0,0,0,0,55,11,0,0
2771,1,0,3090.5728,3,"Couple household, with no children",80688.969,.98942477,11.319024,0,8,0,0,0,0,0,0,0,0,63,12,1,0
2772,1,0,3090.5728,3,Other household types,86720.43,.98942477,10.85462,0,8,1,108.77348,0,0,1,329.80826,0,0,6,1,1,1
2773,1,0,2670.2915,5,Three generation household,77070.891,.98942471,,0,8,0,0,0,0,0,0,0,0,16,3,0,0
2774,1,0,2670.2915,7,"Couple household, with children",54671.809,.98942477,10.660553,0,6,1,59.936409,0,0,1,424.03918,0,0,34,6,1,0
2775,1,0,2670.2915,4,"Couple household, with children",46300.625,.98942471,,0,5,1,61.185078,0,0,1,247.35617,0,0,9,1,1,0
2776,1,0,2670.2915,2,"Couple household, with no children",37908.387,.98942471,,0,3,0,0,0,0,0,0,0,0,65,13,1,0
2777,1,0,2670.2915,7,Three generation household,31455.785,.98942471,10.335134,1,2,0,0,0,0,0,0,0,0,20,4,1,0
2778,1,0,2670.2915,7,"Couple household, with children",24248.359,.98942471,,1,1,1,39.957603,0,0,1,282.69278,0,0,12,2,0,0
2779,1,0,2670.2915,5,"Couple household, with children",33644.457,.98942477,10.582794,1,2,0,0,0,0,0,0,0,0,1,0,1,
2780,1,1,2670.2915,5,Other household types,43710.188,.98942471,,0,4,0,0,0,0,0,0,0,0,18,3,0,0
2781,1,0,2670.2915,5,"Couple household, with children",26554.264,.98942477,,1,1,1,78.31691,0,0,1,395.7699,0,0,2,0,1,
2782,1,0,2670.2915,10,"Couple household, with children",21820.291,.98942477,,1,1,1,9.7896137,0,0,1,98.942474,0,0,18,3,0,1
2783,1,0,2670.2915,3,"Couple household, with children",40850.91,.98942471,,0,4,0,0,0,0,0,0,0,0,30,6,0,0
2784,1,0,2670.2915,7,"Couple household, with children",24861.668,.98942471,10.38437,1,1,1,19.978802,0,0,1,141.34639,0,0,11,2,0,0
2785,1,0,4130.6426,3,"Couple household, with no children",36560.43,.98942477,,1,3,0,0,0,0,0,0,0,0,83,16,0,1
2786,1,0,4130.6426,10,"Couple household, with children",10601.454,.98942471,,1,1,0,0,0,0,0,0,0,0,56,11,1,1
2787,1,0,4130.6426,5,"Couple household, with children",19657.83,.98942471,,1,1,0,0,0,0,0,0,0,0,4,0,0,
2788,1,0,4130.6426,4,"Couple household, with children",54676.516,.98942471,,0,6,0,0,0,0,0,0,0,0,56,11,1,0
2789,1,0,4130.6426,3,"Couple household, with no children",107121.54,.98942471,,0,9,0,0,0,0,0,0,0,0,20,4,0,0
2790,1,1,4130.6426,8,Three generation household,14745.171,.98942471,,1,1,0,0,0,0,0,0,0,0,50,10,1,1
2791,1,0,4130.6426,7,"Couple household, with children",23979.623,.98942477,,1,1,0,0,0,0,0,0,0,0,22,4,1,0
2792,1,0,4130.6426,6,"Couple household, with children",19619.309,.98942471,,1,1,0,0,0,0,0,0,0,0,37,7,0,0
2793,1,0,4130.6426,7,"Couple household, with children",25426.254,.98942471,,1,1,1,39.957603,0,0,1,282.69278,0,0,3,0,1,
2794,1,0,4130.6426,6,"Couple household, with children",41280.926,.98942471,,0,4,0,0,0,0,0,0,0,0,41,8,1,0
2795,1,1,4130.6426,5,Three generation household,27748.43,.98942477,10.60299,1,2,0,0,0,0,0,0,0,0,45,9,1,1
2796,1,0,4130.6426,5,"Couple household, with children",32984.426,.98942477,,1,2,1,78.31691,0,0,1,395.7699,0,0,8,1,1,0
2797,0,0,2460.2778,5,Three generation household,49501.855,.98942471,,0,5,1,39.158451,0,0,1,197.88495,0,0,65,13,0,0
2798,0,0,2460.2778,5,"Couple household, with children",54775.984,.98942477,10.870766,0,6,1,39.158455,0,0,1,197.88495,0,0,16,3,1,0
2799,0,0,2460.2778,4,"Couple household, with children",39046.457,.98942471,,0,3,0,0,0,0,0,0,0,0,47,9,1,0
2800,0,1,2460.2778,4,Other household types,59937.465,.98942477,,0,6,0,0,0,0,0,0,0,0,30,6,0,0
2801,0,1,2460.2778,8,Other household types,47014.625,.98942477,10.775375,0,5,0,0,0,0,0,0,0,0,15,3,1,0
2802,0,0,2460.2778,3,Other household types,95988.703,.98942477,,0,9,0,0,1,21000,0,0,0,0,45,9,1,0
2803,0,0,2460.2778,5,Other household types,32176.617,.98942471,11.074887,1,2,0,0,0,0,0,0,0,0,23,4,1,0
2804,0,0,2460.2778,3,"Couple household, with children",58206.293,.98942471,,0,6,0,0,0,0,0,0,0,0,12,2,1,0
2805,0,1,2460.2778,6,Other household types,63841.676,.98942471,10.971033,0,7,0,0,0,0,0,0,0,0,21,4,1,0
2806,0,1,2460.2778,5,Three generation household,62039.5,.98942477,,0,7,1,39.158455,0,0,1,197.88495,0,0,79,15,1,0
2807,0,1,2460.2778,4,Other household types,63647.699,.98942477,,0,7,0,0,0,0,0,0,0,0,22,4,0,1
2808,0,0,2460.2778,1,"One-person household, 18-59 years",142457.83,.98942477,,0,10,0,0,0,0,0,0,0,0,50,10,0,0
2809,1,1,2884.5259,6,Three generation household,39358.184,.98942471,10.581155,0,3,0,0,0,0,0,0,0,0,65,13,1,0
2810,1,0,2884.5259,3,"Couple household, with children",193373.89,.98942477,,0,10,0,0,0,0,0,0,0,0,41,8,0,0
2811,1,0,2884.5259,7,"Couple household, with children",86271.414,.98942477,,0,8,1,19.978802,0,0,1,141.34639,0,0,57,11,0,0
2812,1,1,2884.5259,2,Single parent/caregiver (<60 years),18698.367,.98942471,,1,1,0,0,0,0,0,0,0,0,46,9,1,1
2813,1,0,2884.5259,2,"Couple household, with no children",60709.918,.98942471,,0,6,0,0,0,0,0,0,0,0,39,7,1,0
2814,1,0,2884.5259,6,"Couple household, with children",17195.732,.98942471,,1,1,1,27.193367,0,0,1,164.90411,0,0,52,10,0,0
2815,1,0,2884.5259,6,Three generation household,70826.289,.98942471,10.966577,0,8,1,27.193367,0,0,1,164.90411,0,0,30,6,1,0
2816,1,0,2884.5259,3,"Couple household, with no children",96238.547,.98942471,11.147525,0,9,0,0,0,0,0,0,0,0,52,10,1,0
2817,1,0,2884.5259,6,Three generation household,44786.195,.98942477,10.550044,0,4,1,54.386742,0,0,1,329.80826,0,0,66,13,0,0
2818,1,1,2884.5259,4,Other household types,56123.051,.98942471,10.912242,0,6,0,0,0,0,0,0,0,0,52,10,1,0
2819,1,0,2884.5259,7,"Couple household, with children",23493.555,.98942471,,1,1,1,39.957603,0,0,1,282.69278,0,0,0,0,0,
2820,1,0,2884.5259,5,"Couple household, with children",51774.922,.98942477,,0,5,0,0,0,0,0,0,0,0,33,6,0,0
2821,0,0,1863.616,17,Three generation household,53214.934,.98942471,,0,6,1,3.3874092,0,0,1,58.201454,0,0,14,2,0,0
2822,0,0,1863.616,5,"Couple household, with children",96939.484,.98942471,,0,9,0,0,0,0,0,0,0,0,56,11,0,0
2823,0,0,1863.616,5,"Couple household, with no children",217215.53,.98942477,,0,10,0,0,0,0,0,0,0,0,32,6,1,0
2824,0,0,1863.616,4,"Couple household, with no children",89877.508,.98942477,,0,9,0,0,0,0,0,0,0,0,45,9,0,0
2825,0,1,1863.616,4,Other household types,170304.41,.98942477,12.406804,0,10,0,0,1,68000,0,0,0,0,10,2,0,0
2826,0,1,1863.616,2,Other household types,226601.45,.98942471,,0,10,0,0,1,60200,0,0,0,0,31,6,0,0
2827,0,0,1863.616,3,"Couple household, with no children",57081.195,.98942471,11.270145,0,6,0,0,0,0,0,0,0,0,25,5,0,0
2828,0,0,1863.616,5,"Couple household, with children",89077.688,.98942477,,0,9,0,0,0,0,0,0,0,0,12,2,0,0
2829,0,1,1863.616,4,Other household types,47276.613,.98942477,,0,5,0,0,0,0,0,0,0,0,25,5,0,0
2830,0,0,1863.616,4,"Couple household, with children",97256.484,.98942477,,0,9,0,0,0,0,0,0,0,0,54,10,0,0
2831,0,1,1863.616,5,Other household types,65092.297,.98942471,,0,7,1,761.41437,0,0,1,3847.7629,0,0,21,4,0,0
2832,0,1,1863.616,4,Other household types,82611.43,.98942477,,0,8,1,489.48068,0,0,1,1978.8495,0,0,13,2,1,0
2833,1,1,2936.4424,3,Other household types,47307.125,.98942477,10.933865,0,5,0,0,0,0,0,0,0,0,32,6,1,0
2834,1,0,2936.4424,4,"Couple household, with children",64631.887,.98942471,,0,7,1,61.185078,0,0,1,247.35617,0,0,14,2,1,0
2835,1,1,2936.4424,2,Single parent/caregiver (<60 years),46478.285,.98942477,,0,5,0,0,0,0,0,0,0,0,30,6,1,0
2836,1,0,2936.4424,3,"Couple household, with no children",98625.375,.98942477,,0,9,0,0,0,0,0,0,0,0,44,8,1,0
2837,1,0,2936.4424,4,"Couple household, with children",41405.828,.98942477,,0,4,0,0,0,0,0,0,0,0,9,1,1,0
2838,1,0,2936.4424,5,"Couple household, with children",74213.359,.98942471,,0,8,0,0,0,0,0,0,0,0,9,1,1,0
2839,1,0,2936.4424,5,Three generation household,28471.047,.98942471,,1,2,1,39.158451,0,0,1,197.88495,0,0,7,1,1,0
2840,1,1,2936.4424,1,"One-person household, 60+ years",58356.852,.98942477,11.036167,0,6,0,0,0,0,0,0,0,0,68,13,1,1
2841,1,0,2936.4424,5,"Couple household, with children",37822.98,.98942471,,0,3,1,2370.4338,0,0,1,1978.8494,0,0,8,1,1,0
2842,1,0,2936.4424,3,"Couple household, with no children",47462.453,.98942477,,0,5,0,0,0,0,0,0,0,0,87,16,0,0
2843,1,0,2936.4424,3,"Couple household, with children",25343.838,.98942477,,1,1,0,0,0,0,0,0,0,0,27,5,1,0
2844,1,0,2936.4424,5,"Couple household, with children",44371.57,.98942471,10.622196,0,4,0,0,0,0,0,0,0,0,53,10,0,0
2845,0,0,890.1095,4,"Couple household, with children",58903.469,.98942471,,0,6,1,61.185078,0,0,1,247.35617,0,0,41,8,1,0
2846,0,0,890.1095,5,"Couple household, with children",97412.227,.98942477,10.924245,0,9,1,39.158455,0,0,1,197.88495,0,0,9,1,1,0
2847,0,0,890.1095,4,"Couple household, with children",24510.568,.98942477,,1,1,0,0,0,0,0,0,0,0,29,5,1,0
2848,0,0,890.1095,6,"Couple household, with children",30594.434,.98942471,,1,2,0,0,0,0,0,0,0,0,2,0,0,
2849,0,0,890.1095,5,"Couple household, with children",46164.793,.98942471,,0,5,1,39.158451,0,0,1,197.88495,0,0,32,6,0,0
2850,0,0,890.1095,7,"Couple household, with children",65588.773,.98942477,10.426596,0,7,0,0,0,0,0,0,0,0,17,3,0,0
2851,0,0,890.1095,8,Three generation household,52510.234,.98942471,10.357399,0,5,1,15.296269,0,0,1,123.67809,0,0,17,3,1,0
2852,0,0,890.1095,4,"Couple household, with children",133085.73,.98942477,11.231227,0,10,1,122.37017,0,0,1,494.71237,0,0,5,1,0,0
2853,0,0,890.1095,6,Three generation household,72725.75,.98942471,10.943048,0,8,1,27.193367,1,5000,1,164.90411,0,0,12,2,1,0
2854,0,0,890.1095,3,"Couple household, with children",49960.504,.98942477,,0,5,1,108.77348,0,0,1,329.80826,0,0,6,1,1,0
2855,0,0,890.1095,7,"Couple household, with children",53409.863,.98942471,,0,6,1,19.978802,0,0,1,141.34639,0,0,12,2,0,0
2856,0,0,890.1095,5,"Couple household, with children",77024.969,.98942471,11.086132,0,8,1,39.158451,0,0,1,197.88495,0,0,7,1,0,0
2857,1,1,2094.8469,3,Other household types,42509.324,.98942471,10.605843,0,4,0,0,0,0,0,0,0,0,74,14,1,0
2858,1,0,2094.8469,3,"Couple household, with no children",48220.48,.98942477,10.836255,0,5,0,0,0,0,0,0,0,0,74,14,0,1
2859,1,0,2094.8469,3,"Couple household, with children",49273.02,.98942477,,0,5,1,108.77348,0,0,1,329.80826,0,0,7,1,0,0
2860,1,0,2094.8469,4,"Couple household, with children",30330.846,.98942471,,1,2,0,0,0,0,0,0,0,0,11,2,1,0
2861,1,0,2094.8469,3,"Couple household, with children",72224.063,.98942477,,0,8,0,0,0,0,0,0,0,0,16,3,0,0
2862,1,0,2094.8469,3,"Couple household, with children",47764.824,.98942471,,0,5,0,0,0,0,0,0,0,0,40,8,0,1
2863,1,1,2094.8469,2,Other household types,62165.441,.98942471,10.961547,0,7,0,0,0,0,0,0,0,0,66,13,1,0
2864,1,0,2094.8469,4,"Couple household, with children",38749.238,.98942471,10.498712,0,3,1,61.185078,0,0,1,247.35617,0,0,19,3,1,0
2865,1,1,2094.8469,2,Other household types,96403.781,.98942471,,0,9,0,0,0,0,0,0,0,0,40,8,1,0
2866,1,0,2094.8469,5,"Couple household, with children",59122.59,.98942471,,0,6,0,0,0,0,0,0,0,0,3,0,1,
2867,1,0,2094.8469,2,"Couple household, with no children",60188.816,.98942471,,0,6,0,0,0,0,0,0,0,0,21,4,1,0
2868,1,0,2094.8469,5,Other household types,122387.22,.98942477,10.941774,0,10,0,0,0,0,0,0,0,0,35,7,0,1
2869,1,0,2298.3394,4,"Couple household, with children",68286.422,.98942471,11.154033,0,7,0,0,0,0,0,0,0,0,40,8,1,0
2870,1,0,2298.3394,4,"Couple household, with children",74057.648,.98942471,10.591224,0,8,1,951.76794,0,0,1,3847.7629,0,0,33,6,1,0
2871,1,0,2298.3394,6,Three generation household,89608.734,.98942471,,0,9,0,0,0,0,0,0,0,0,49,9,1,0
2872,1,0,2298.3394,4,"Couple household, with children",45355.57,.98942477,10.545993,0,4,0,0,0,0,0,0,0,0,38,7,0,0
2873,1,0,2298.3394,3,"Couple household, with children",20315.496,.98942471,,1,1,0,0,0,0,0,0,0,0,31,6,1,0
2874,1,1,2298.3394,2,Other household types,69403.5,.98942471,,0,7,0,0,0,0,0,0,0,0,47,9,1,0
2875,1,1,2298.3394,2,Other household types,131177.95,.98942477,,0,10,0,0,0,0,0,0,0,0,22,4,0,0
2876,1,0,2298.3394,4,"Couple household, with children",75205.008,.98942471,,0,8,0,0,0,0,0,0,0,0,41,8,1,0
2877,1,0,2298.3394,3,"Couple household, with no children",49409.809,.98942471,10.980854,0,5,0,0,0,0,0,0,0,0,65,13,1,0
2878,1,1,2298.3394,2,Other household types,24213.443,.98942471,10.776178,1,1,0,0,0,0,0,0,0,0,67,13,1,0
2879,1,0,2298.3394,6,"Couple household, with children",78042.039,.98942477,,0,8,1,27.193371,0,0,1,164.90413,0,0,18,3,0,0
2880,1,1,2298.3394,13,Other household types,31521.207,.98942477,,1,2,1,17.378014,0,0,1,228.3288,0,0,13,2,1,0
2881,1,0,3006.8806,1,"One-person household, 18-59 years",41357.68,.98942471,,0,4,0,0,0,0,0,0,0,0,22,4,0,0
2882,1,0,3006.8806,3,"Couple household, with children",36192.582,.98942477,,1,3,0,0,0,0,0,0,0,0,24,4,0,1
2883,1,0,3006.8806,3,"Couple household, with no children",40560.734,.98942471,10.905433,0,4,0,0,0,0,0,0,0,0,20,4,1,0
2884,1,0,3006.8806,6,"Couple household, with children",25543.721,.98942477,10.318306,1,1,1,54.386742,0,0,1,329.80826,0,0,14,2,0,0
2885,1,0,3006.8806,6,Three generation household,32991.691,.98942477,10.287823,1,2,1,27.193371,0,0,1,164.90413,0,0,32,6,1,0
2886,1,0,3006.8806,5,"Couple household, with children",31081.125,.98942471,,1,2,0,0,0,0,0,0,0,0,8,1,0,0
2887,1,0,3006.8806,5,"Couple household, with children",34101.934,.98942477,,1,3,1,39.158455,0,0,1,197.88495,0,0,6,1,0,0
2888,1,1,3006.8806,2,Other household types,94177.156,.98942471,10.744354,0,9,0,0,0,0,0,0,0,0,53,10,1,0
2889,1,0,3006.8806,9,Three generation household,22794.174,.98942477,,1,1,1,24.171886,0,0,1,219.87218,0,0,79,15,0,0
2890,1,0,3006.8806,5,"Couple household, with children",41986.809,.98942471,10.83147,0,4,0,0,0,0,0,0,0,0,58,11,0,1
2891,1,0,3006.8806,5,Three generation household,34207.07,.98942471,10.548338,1,3,0,0,0,0,0,0,0,0,15,3,1,0
2892,1,0,3006.8806,6,"Couple household, with no children",44441.625,.98942477,10.506469,0,4,0,0,0,0,0,0,0,0,53,10,0,0
2893,1,0,4592.3027,5,"Couple household, with children",67528.555,.98942477,10.694929,0,7,1,78.31691,0,0,1,395.7699,0,0,9,1,0,0
2894,1,0,4592.3027,2,"Couple household, with no children",26342.688,.98942477,10.686064,1,1,0,0,0,0,0,0,0,0,70,14,0,0
2895,1,0,4592.3027,8,"Couple household, with children",34200.387,.98942471,,1,3,1,30.592539,0,0,1,247.35617,0,0,13,2,1,0
2896,1,0,4592.3027,9,"Couple household, with children",71327.031,.98942477,10.930753,0,8,1,12.085943,0,0,1,109.93609,0,0,8,1,1,0
2897,1,0,4592.3027,6,"Couple household, with no children",51012.508,.98942471,,0,5,0,0,0,0,0,0,0,0,23,4,0,1
2898,1,0,4592.3027,4,Three generation household,61688.117,.98942471,,0,7,1,611.85077,0,0,1,2473.5618,0,0,39,7,0,0
2899,1,0,4592.3027,9,Three generation household,29983.361,.98942471,10.127584,1,2,1,12.085941,0,0,1,109.93608,0,0,26,5,1,0
2900,1,0,4592.3027,5,"Couple household, with children",44665.418,.98942471,,0,4,1,195.79225,0,0,1,989.42468,0,0,1,0,1,
2901,1,0,4592.3027,4,"Couple household, with children",36958.742,.98942471,,1,3,1,611.85077,0,0,1,2473.5618,0,0,7,1,1,0
2902,1,1,4592.3027,2,Other household types,73198.625,.98942477,,0,8,0,0,0,0,0,0,0,0,28,5,1,0
2903,1,0,4592.3027,6,"Couple household, with children",53276.242,.98942471,,0,6,1,271.93369,0,0,1,1649.0411,0,0,3,0,0,
2904,1,0,4592.3027,9,"Couple household, with children",38384.625,.98942477,,0,3,1,12.085943,0,0,1,109.93609,0,0,53,10,0,0
2905,0,0,680.09918,3,Three generation household,125079.66,.98942471,11.350453,0,10,1,108.77347,0,0,1,329.80823,0,0,4,0,1,
2906,0,1,680.09918,4,Other household types,53878.895,.98942471,10.891502,0,6,0,0,0,0,0,0,0,0,36,7,0,0
2907,0,0,680.09918,4,"Couple household, with children",130365.51,.98942471,11.350969,0,10,1,61.185078,0,0,1,247.35617,0,0,46,9,1,0
2908,0,0,680.09918,4,"Couple household, with children",201207.95,.98942477,,0,10,0,0,0,0,0,0,0,0,15,3,1,1
2909,0,0,680.09918,4,"Couple household, with no children",121047.61,.98942477,,0,10,0,0,0,0,0,0,0,0,57,11,0,0
2910,0,0,680.09918,5,"Couple household, with children",33004.887,.98942477,,1,2,1,39.158455,0,0,1,197.88495,0,0,5,1,1,0
2911,0,0,680.09918,5,"Couple household, with children",44809.648,.98942471,,0,4,1,39.158451,0,0,1,197.88495,0,0,42,8,1,0
2912,0,0,680.09918,4,"Couple household, with children",49931.461,.98942471,10.903546,0,5,0,0,0,0,0,0,0,0,54,10,1,0
2913,0,1,680.09918,3,Other household types,92337.563,.98942477,,0,9,0,0,1,114000,0,0,0,0,80,16,1,0
2914,0,0,680.09918,5,"Couple household, with children",59221.965,.98942471,,0,6,1,117.47536,0,0,1,593.65485,0,0,10,2,0,0
2915,0,1,680.09918,5,Three generation household,176966.81,.98942471,11.288714,0,10,0,0,0,0,0,0,0,0,85,16,1,0
2916,0,0,680.09918,3,"Couple household, with children",99851.867,.98942471,,0,9,0,0,0,0,0,0,0,0,36,7,1,1
2917,1,0,2273.7852,2,"Couple household, with no children",150371.69,.98942477,,0,10,0,0,0,0,0,0,0,0,46,9,0,0
2918,1,0,2273.7852,5,"Couple household, with children",48598.426,.98942477,,0,5,0,0,0,0,0,0,0,0,17,3,1,0
2919,1,1,2273.7852,7,"Couple household, with children",68489.969,.98942471,,0,7,1,19.978802,0,0,1,141.34639,0,0,21,4,0,0
