hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab
1029,0,1,3114.7439,7,"Couple household, with children",225895.13,.85814941,12.602827,0,10,1,15.028988,0,0,1,122.59277,0,0,2,0,0,
1029,0,1,3114.7439,7,"Couple household, with children",225895.13,.85814941,12.602827,0,10,1,15.028988,0,0,1,122.59277,0,0,43,8,0,0
1029,0,1,3114.7439,7,"Couple household, with children",225895.13,.85814941,12.602827,0,10,1,15.028988,0,0,1,122.59277,0,0,38,7,1,0
1030,0,1,3114.7439,4,Other household types,214194.97,.85814947,,0,10,0,0,0,0,0,0,0,0,24,4,0,0
1030,0,1,3114.7439,4,Other household types,214194.97,.85814947,,0,10,0,0,0,0,0,0,0,0,65,13,1,0
1030,0,1,3114.7439,4,Other household types,214194.97,.85814947,,0,10,0,0,0,0,0,0,0,0,33,6,0,0
1031,0,0,3114.7439,2,Other household types,272921.25,.85814947,,0,10,0,0,1,55000,0,0,0,0,68,13,0,0
1032,0,1,3114.7439,4,Other household types,56757.121,.85814941,11.474649,0,6,0,0,0,0,0,0,0,0,37,7,1,0
1032,0,1,3114.7439,4,Other household types,56757.121,.85814941,11.474649,0,6,0,0,0,0,0,0,0,0,19,3,1,0
1032,0,1,3114.7439,4,Other household types,56757.121,.85814941,11.474649,0,6,0,0,0,0,0,0,0,0,31,6,1,0
1033,0,0,969.65649,6,"Couple household, with children",51491.313,.85814941,10.60218,0,5,1,20.456123,0,0,1,143.0249,0,0,14,2,0,0
1033,0,0,969.65649,6,"Couple household, with children",51491.313,.85814941,10.60218,0,5,1,20.456123,0,0,1,143.0249,0,0,42,8,1,1
1033,0,0,969.65649,6,"Couple household, with children",51491.313,.85814941,10.60218,0,5,1,20.456123,0,0,1,143.0249,0,0,9,1,1,0
1033,0,0,969.65649,6,"Couple household, with children",51491.313,.85814941,10.60218,0,5,1,20.456123,0,0,1,143.0249,0,0,36,7,0,0
1033,0,0,969.65649,6,"Couple household, with children",51491.313,.85814941,10.60218,0,5,1,20.456123,0,0,1,143.0249,0,0,3,0,1,
1034,0,0,969.65649,7,Three generation household,45837.906,.85814941,10.586631,0,5,1,15.028988,0,0,1,122.59277,0,0,15,3,1,0
1034,0,0,969.65649,7,Three generation household,45837.906,.85814941,10.586631,0,5,1,15.028988,0,0,1,122.59277,0,0,19,3,0,0
1034,0,0,969.65649,7,Three generation household,45837.906,.85814941,10.586631,0,5,1,15.028988,0,0,1,122.59277,0,0,45,9,1,0
1034,0,0,969.65649,7,Three generation household,45837.906,.85814941,10.586631,0,5,1,15.028988,0,0,1,122.59277,0,0,44,8,0,0
1034,0,0,969.65649,7,Three generation household,45837.906,.85814941,10.586631,0,5,1,15.028988,0,0,1,122.59277,0,0,5,1,0,0
1034,0,0,969.65649,7,Three generation household,45837.906,.85814941,10.586631,0,5,1,15.028988,0,0,1,122.59277,0,0,18,3,0,0
1035,0,0,969.65649,2,"Couple household, with no children",56585.102,.85814941,11.337385,0,6,0,0,0,0,0,0,0,0,23,4,1,0
1036,0,0,969.65649,6,"Couple household, with children",41065.637,.85814941,,0,4,1,40.912247,0,0,1,286.0498,0,0,5,1,0,0
1036,0,0,969.65649,6,"Couple household, with children",41065.637,.85814941,,0,4,1,40.912247,0,0,1,286.0498,0,0,1,0,1,
1036,0,0,969.65649,6,"Couple household, with children",41065.637,.85814941,,0,4,1,40.912247,0,0,1,286.0498,0,0,7,1,0,0
1036,0,0,969.65649,6,"Couple household, with children",41065.637,.85814941,,0,4,1,40.912247,0,0,1,286.0498,0,0,26,5,1,0
1036,0,0,969.65649,6,"Couple household, with children",41065.637,.85814941,,0,4,1,40.912247,0,0,1,286.0498,0,0,31,6,0,0
1037,0,0,969.65649,3,"Couple household, with children",46231.473,.85814941,,0,5,0,0,0,0,0,0,0,0,2,0,0,
1037,0,0,969.65649,3,"Couple household, with children",46231.473,.85814941,,0,5,0,0,0,0,0,0,0,0,19,3,1,1
1038,0,0,969.65649,5,"Couple household, with children",32679.664,.85814941,,1,2,0,0,0,0,0,0,0,0,2,0,1,
1038,0,0,969.65649,5,"Couple household, with children",32679.664,.85814941,,1,2,0,0,0,0,0,0,0,0,4,0,1,
1038,0,0,969.65649,5,"Couple household, with children",32679.664,.85814941,,1,2,0,0,0,0,0,0,0,0,27,5,0,0
1038,0,0,969.65649,5,"Couple household, with children",32679.664,.85814941,,1,2,0,0,0,0,0,0,0,0,6,1,0,0
1039,0,0,969.65649,4,"Couple household, with children",62017.84,.85814947,,0,7,0,0,0,0,0,0,0,0,1,0,0,
1039,0,0,969.65649,4,"Couple household, with children",62017.84,.85814947,,0,7,0,0,0,0,0,0,0,0,37,7,1,0
1039,0,0,969.65649,4,"Couple household, with children",62017.84,.85814947,,0,7,0,0,0,0,0,0,0,0,40,8,0,0
1040,0,0,969.65649,6,Three generation household,41924.762,.85814941,,0,4,0,0,0,0,0,0,0,0,21,4,0,0
1040,0,0,969.65649,6,Three generation household,41924.762,.85814941,,0,4,0,0,0,0,0,0,0,0,30,6,1,1
1040,0,0,969.65649,6,Three generation household,41924.762,.85814941,,0,4,0,0,0,0,0,0,0,0,32,6,0,0
1040,0,0,969.65649,6,Three generation household,41924.762,.85814941,,0,4,0,0,0,0,0,0,0,0,64,12,0,0
1040,0,0,969.65649,6,Three generation household,41924.762,.85814941,,0,4,0,0,0,0,0,0,0,0,4,0,0,
1041,0,0,969.65649,8,Three generation household,67084.508,.85814935,,0,7,0,0,1,45000,0,0,0,0,35,7,0,0
1041,0,0,969.65649,8,Three generation household,67084.508,.85814935,,0,7,0,0,1,45000,0,0,0,0,11,2,1,0
1041,0,0,969.65649,8,Three generation household,67084.508,.85814935,,0,7,0,0,1,45000,0,0,0,0,40,8,0,0
1041,0,0,969.65649,8,Three generation household,67084.508,.85814935,,0,7,0,0,1,45000,0,0,0,0,31,6,1,0
1041,0,0,969.65649,8,Three generation household,67084.508,.85814935,,0,7,0,0,1,45000,0,0,0,0,64,12,1,0
1041,0,0,969.65649,8,Three generation household,67084.508,.85814935,,0,7,0,0,1,45000,0,0,0,0,40,8,1,0
1041,0,0,969.65649,8,Three generation household,67084.508,.85814935,,0,7,0,0,1,45000,0,0,0,0,0,0,0,
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,29,5,0,0
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,21,4,0,0
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,4,0,1,
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,9,1,1,1
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,36,7,0,0
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,33,6,1,1
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,0,0,1,
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,57,11,1,0
1042,0,0,969.65649,10,"Couple household, with children",78312.469,.85814941,11.638844,0,8,1,7.3642039,0,0,1,85.814941,0,0,31,6,0,0
1043,0,0,969.65649,4,"Couple household, with children",124487.38,.85814941,11.918537,0,10,1,92.052551,0,0,1,429.07471,0,0,6,1,1,0
1043,0,0,969.65649,4,"Couple household, with children",124487.38,.85814941,11.918537,0,10,1,92.052551,0,0,1,429.07471,0,0,40,8,0,0
1043,0,0,969.65649,4,"Couple household, with children",124487.38,.85814941,11.918537,0,10,1,92.052551,0,0,1,429.07471,0,0,8,1,0,0
1044,0,1,969.65649,3,Other household types,97012.516,.85814941,,0,9,0,0,0,0,0,0,0,0,47,9,1,0
1044,0,1,969.65649,3,Other household types,97012.516,.85814941,,0,9,0,0,0,0,0,0,0,0,14,2,1,0
1045,0,0,1444.3368,6,"Couple household, with no children",92107.75,.85814947,11.532518,0,9,0,0,1,80000,0,0,0,0,52,10,0,0
1045,0,0,1444.3368,6,"Couple household, with no children",92107.75,.85814947,11.532518,0,9,0,0,1,80000,0,0,0,0,18,3,1,0
1045,0,0,1444.3368,6,"Couple household, with no children",92107.75,.85814947,11.532518,0,9,0,0,1,80000,0,0,0,0,63,12,1,0
1045,0,0,1444.3368,6,"Couple household, with no children",92107.75,.85814947,11.532518,0,9,0,0,1,80000,0,0,0,0,38,7,1,0
1045,0,0,1444.3368,6,"Couple household, with no children",92107.75,.85814947,11.532518,0,9,0,0,1,80000,0,0,0,0,36,7,0,0
1046,0,1,1444.3368,2,Other household types,128307.14,.85814941,,0,10,0,0,1,7500,0,0,0,0,44,8,0,0
1047,0,1,1444.3368,4,Other household types,69790.008,.85814941,,0,7,0,0,0,0,0,0,0,0,21,4,1,0
1047,0,1,1444.3368,4,Other household types,69790.008,.85814941,,0,7,0,0,0,0,0,0,0,0,4,0,1,
1047,0,1,1444.3368,4,Other household types,69790.008,.85814941,,0,7,0,0,0,0,0,0,0,0,46,9,1,0
1048,0,0,1444.3368,7,"Couple household, with children",48471.543,.85814941,,0,5,0,0,0,0,0,0,0,0,20,4,0,0
1048,0,0,1444.3368,7,"Couple household, with children",48471.543,.85814941,,0,5,0,0,0,0,0,0,0,0,53,10,0,0
1048,0,0,1444.3368,7,"Couple household, with children",48471.543,.85814941,,0,5,0,0,0,0,0,0,0,0,23,4,1,0
1048,0,0,1444.3368,7,"Couple household, with children",48471.543,.85814941,,0,5,0,0,0,0,0,0,0,0,26,5,0,0
1048,0,0,1444.3368,7,"Couple household, with children",48471.543,.85814941,,0,5,0,0,0,0,0,0,0,0,0,0,0,
1048,0,0,1444.3368,7,"Couple household, with children",48471.543,.85814941,,0,5,0,0,0,0,0,0,0,0,52,10,1,0
1049,0,1,1444.3368,4,Other household types,53987.992,.85814941,,0,6,0,0,0,0,0,0,0,0,65,13,1,0
1049,0,1,1444.3368,4,Other household types,53987.992,.85814941,,0,6,0,0,0,0,0,0,0,0,18,3,0,0
1049,0,1,1444.3368,4,Other household types,53987.992,.85814941,,0,6,0,0,0,0,0,0,0,0,34,6,0,0
1050,0,0,1444.3368,4,"Couple household, with children",81228.414,.85814947,,0,8,0,0,0,0,0,0,0,0,49,9,1,0
1050,0,0,1444.3368,4,"Couple household, with children",81228.414,.85814947,,0,8,0,0,0,0,0,0,0,0,53,10,0,0
1050,0,0,1444.3368,4,"Couple household, with children",81228.414,.85814947,,0,8,0,0,0,0,0,0,0,0,23,4,1,0
1051,0,0,1444.3368,5,"Couple household, with children",110320.7,.85814941,,0,9,0,0,0,0,0,0,0,0,30,6,1,0
1051,0,0,1444.3368,5,"Couple household, with children",110320.7,.85814941,,0,9,0,0,0,0,0,0,0,0,17,3,0,0
1051,0,0,1444.3368,5,"Couple household, with children",110320.7,.85814941,,0,9,0,0,0,0,0,0,0,0,23,4,1,0
1051,0,0,1444.3368,5,"Couple household, with children",110320.7,.85814941,,0,9,0,0,0,0,0,0,0,0,23,4,1,1
1052,0,0,1444.3368,5,Three generation household,77175.516,.85814941,11.045094,0,8,0,0,0,0,0,0,0,0,13,2,1,0
1052,0,0,1444.3368,5,Three generation household,77175.516,.85814941,11.045094,0,8,0,0,0,0,0,0,0,0,16,3,1,1
1052,0,0,1444.3368,5,Three generation household,77175.516,.85814941,11.045094,0,8,0,0,0,0,0,0,0,0,45,9,1,1
1052,0,0,1444.3368,5,Three generation household,77175.516,.85814941,11.045094,0,8,0,0,0,0,0,0,0,0,49,9,0,0
1053,0,1,1444.3368,6,Other household types,43598.035,.85814941,,0,4,1,20.456123,0,0,1,143.0249,0,0,48,9,1,0
1053,0,1,1444.3368,6,Other household types,43598.035,.85814941,,0,4,1,20.456123,0,0,1,143.0249,0,0,34,6,1,0
1053,0,1,1444.3368,6,Other household types,43598.035,.85814941,,0,4,1,20.456123,0,0,1,143.0249,0,0,46,9,1,0
1053,0,1,1444.3368,6,Other household types,43598.035,.85814941,,0,4,1,20.456123,0,0,1,143.0249,0,0,44,8,0,0
1053,0,1,1444.3368,6,Other household types,43598.035,.85814941,,0,4,1,20.456123,0,0,1,143.0249,0,0,16,3,0,0
1054,0,1,1444.3368,9,Other household types,55761.969,.85814947,,0,6,1,9.0916109,0,0,1,95.349937,0,0,4,0,0,
1054,0,1,1444.3368,9,Other household types,55761.969,.85814947,,0,6,1,9.0916109,0,0,1,95.349937,0,0,1,0,0,
1054,0,1,1444.3368,9,Other household types,55761.969,.85814947,,0,6,1,9.0916109,0,0,1,95.349937,0,0,22,4,1,0
1054,0,1,1444.3368,9,Other household types,55761.969,.85814947,,0,6,1,9.0916109,0,0,1,95.349937,0,0,45,9,1,0
